,Date,Company Name,Ticker,Sector,Price ($),Size (M),1,2,3,Rank,Turnover,Gain
373,Oct 27,Arteris Inc.,AIP,Technology,14.0,5.0,JEFF,COWN,BMO,,37.2%,30%
374,Oct 28,Solo Brands Inc.,DTC,Consumer-Services,17.0,12.0,BAML,JPM,JEFF,,81.2%,3.6%
375,Oct 28,GLOBALFOUNDRIES Inc.,GFS,Technology,47.0,55.0,MS,BAML,JPM,,33.9%,-1.3%
376,Oct 28,Fluence Energy Inc.,FLNC,Energy,28.0,31.0,JPM,MS,BRCL,,8.9%,27%
377,Oct 29,Udemy Inc.,UDMY,Consumer-Services,29.0,14.0,MS,JPM,CITI,,52.4%,-5.2%
378,Oct 29,Sonendo Inc.,SONX,Health-Care,12.0,7.0,BAML,GS,PS,,41.3%,-23.3%
379,Oct 29,HireRight Holdings Corp.,HRT,Miscellaneous,19.0,22.0,CS,GS,BRCL,,40%,-9.2%
380,Oct 29,Entrada Therapeutics Inc.,TRDA,Health-Care,20.0,9.0,CS,GS,BRCL,,11.8%,19.8%
381,Oct 29,Aura Biosciences Inc.,AURA,Health-Care,14.0,5.0,COWN,SVB,EVCR,,29.1%,5.7%
382,Oct 29,Airsculpt Technologies Inc.,AIRS,Health-Care,11.0,7.0,MS,PS,SVB,,79.3%,44.5%
383,Nov 1,LianBio,LIAN,Health-Care,16.0,20.0,GS,JEFF,BAML,,12%,-14.4%
384,Nov 3,,,,18.7,5.0,MS,JPM,GS,,58.9%,-8.8%
385,Nov 3,Allbirds Inc.,BIRD,Basic Industries,15.0,20.0,MS,JPM,BAML,,189.7%,92.6%
386,Nov 4,Spindletop Health Acquisition Corp.,SHCAU,Finance,10.0,20.0,BRCL,Stifel,,,90.5%,0.6%
387,Nov 4,NerdWallet Inc.,NRDS,Technology,18.0,7.0,MS,KEYB,BAML,,196.7%,57.2%
388,Nov 4,MDxHEALTH SA,MDXH,Health-Care,12.0,3.0,PS,OPPN,BTIG,,23.2%,0%
389,Nov 4,Evotec SE,EVO,Health-Care,21.8,20.0,BAML,MS,CITI,,20.5%,1.1%
390,Nov 4,Cadre Holdings Inc.,CDRE,Basic-Industries,13.0,6.0,Stifel,RAYJ,,,27.9%,17.6%
391,Nov 4,Arhaus Inc.,ARHS,Consumer-Services,13.0,12.0,BAML,JEFF,MS,,44.9%,-1.5%
392,Nov 5,The Real Good Food Company Inc.,RGF,Consumer-Services,12.0,5.0,JEFF,WB,TS,,55.9%,-4.6%
393,Nov 5,MAINZ BIOMED B.V.,MYNZ,Health-Care,5.0,2.0,BOTD,,,,260.4%,99.8%
394,Nov 5,IO Biotech Inc.,IOBT,Health-Care,14.0,7.0,MS,JEFF,COWN,,24.6%,11.8%
395,Nov 5,Cian PLC,CIAN,Technology,16.0,18.0,MS,GS,JPM,,29.7%,10.1%
396,Nov 9,Third Coast Banchares Inc.,TCBX,Finance,25.0,3.0,STPH,PS,DB,,29.1%,0%
397,Nov 9,Society Pass Inc.,SOPA,Technology,9.0,2.0,MXIM,,,,117.8%,436.7%
398,Nov 9,Hertz Global Holdings Inc,HTZ,Consumer-Services,29.0,44.0,GS,JPM,MS,,61.2%,-9.8%
399,Nov 10,Rivian Automotive Inc.,RIVN,Consumer-Services,78.0,153.0,MS,GS,JPM,,67.8%,29.1%
400,Nov 10,Expensify Inc.,EXFY,Technology,27.0,9.0,JPM,CITI,BAML,,109.5%,52.1%
401,Nov 10,CI&T Inc.,CINT,Miscellaneous,15.0,13.0,GS,CITI,JPM,,61.6%,20.8%
402,Nov 11,Winc Inc.,WBEV,Consumer-Services,13.0,1.0,SPRT,RS,,,85.3%,-5.6%
403,Nov 11,Weave Communications Inc.,WEAV,Technology,24.0,5.0,GS,BAML,CITI,,69.5%,-21.7%
404,Nov 11,Vaxxinity Inc.,VAXX,Health-Care,13.0,6.0,BAML,JEFF,EVCR,,62.6%,27.3%
405,Nov 11,TIVIC Health Systems Inc.,TIVC,Health-Care,5.0,2.0,TEq,,,,95.3%,3.8%
406,Nov 11,Lulu’s Fashion Lounge Holdings Inc.,LVLU,Consumer-Services,16.0,5.0,GS,BAML,JEFF,,47.6%,-18.4%
407,Nov 11,Kidpik Corp.,PIK,Consumer-Services,8.5,2.0,EF,,,,85.6%,0%
408,Nov 11,BACKBLAZE Inc.,BLZE,Technology,16.0,6.0,OPPN,WB,RAYJ,,120.7%,24.4%
409,Nov 12,Mynaric AG,MYNA,Technology,16.5,4.0,CS,JEFF,CNCD,,40.8%,16.7%
410,Nov 12,Journey Medical Corporation,DERM,Health-Care,10.0,3.0,,,,,109.9%,-5%
411,Nov 16,Energem Corp.,ENCPU,Finance,10.0,10.0,EF,,,,107.5%,1.2%
412,Nov 17,USERTESTING INC.,USER,Technology,14.0,10.0,MS,JPM,,,57.8%,0.1%
413,Nov 17,SONO Group N.V.,SEV,Capital-Goods,15.0,10.0,Berenberg,CHLM,,,543.8%,154.7%
414,Nov 17,Iris Energy Limited,IREN,Finance,28.0,8.0,JPM,CNCD,CITI,,70.1%,-12.7%
415,Nov 17,Braze Inc.,BRZE,Technology,65.0,8.0,GS,JPM,BRCL,,68%,43.7%
416,Nov 18,Sweetgreen Inc.,SG,Consumer-Services,28.0,13.0,GS,JPM,ALLN,,88.4%,76.8%
417,Nov 19,Snow Lake Resources Ltd.,LITM,Basic-Industries,7.5,3.0,TEq,,,,759%,73.3%
418,Nov 19,FinWise Bancorp,FINW,Finance,10.5,3.0,PS,,,,44.6%,21.2%
419,Nov 19,Crescera Capital Acquisition Corp.,CRECU,Finance,10.0,17.0,UBS,,,,103.5%,0.3%
420,Dec 3,Bioplus Acquisition Corp.,BIOSU,Finance,10.0,20.0,CNTR,,,,71.4%,0.1%
421,Dec 8,Chicago Atlantic Real Estate Finance Inc.,REFI,Finance,16.0,6.0,JMPS,CMPS,OPPN,,20%,-0.7%
422,Dec 9,Nu Holdings Ltd.,NU,Finance,9.0,289.0,MS,GS,CITI,,31.2%,14.8%
423,Dec 9,HashiCorp Inc.,HCP,Technology,80.0,15.0,MS,GS,JPM,,84.6%,6.5%
424,Dec 14,Sidus Space Inc.,SIDU,Technology,5.0,3.0,BOTD,,,,88.3%,143.8%
425,Dec 14,Fresh Vine Wine Inc.,VINE,Consumer-Non-Durables,10.0,2.0,BOTD,,,,56.7%,-29.5%
426,Dec 15,Samsara Inc.,IOT,Technology,23.0,35.0,MS,GS,JPM,,36.2%,7.4%
427,Dec 15,Genenta Science S.p.A.,GNTA,Health-Care,11.5,2.0,ROTH,MXIM,,,20.8%,-4.3%
428,Dec 16,Immix Biopharma Inc.,IMMX,Health-Care,5.0,4.0,TEq,,,,48%,-26.6%
429,Dec 16,Bionomics Limited,BNOX,Health-Care,12.4,1.0,,WB,CNTR,,11.3%,19.3%
0,Aug 12,"CorpHousing Group, Inc.",CHG,Consumer Services,4.0,3.0,MXIM,,,,240.6%,-7.5%
1,Jan 7,CinCor Pharma Inc.,CINC,Health-Care,16.0,12.0,MS,JEFF,EVCR,,23.2%,0%
2,Jan 7,Amylyx Pharmaceuticals Inc.,AMLX,Health-Care,19.0,10.0,GS,LRNK,EVCR,,21.6%,-4.9%
3,Jan 12,Hillstream Biopharma Inc.,HILS,Health-Care,4.0,3.0,TEq,,,,200.3%,-13%
4,Jan 7,Vigil Neuroscience Inc.,VIGL,Health-Care,14.0,7.0,MS,JEFF,Stifel,,31.6%,-9.6%
5,Jan 7,Hour Loop Inc.,HOUR,Consumer-Services,4.0,1.0,EF,,,,3345.8%,99.8%
6,Jan 12,TPG Inc.,TPG,Finance,29.5,33.0,JPM,GS,MS,,44%,15.3%
7,Jan 14,Yoshitsu Co. Ltd,TKLF,Consumer-Non-Durables,5.0,2.0,UnSec,,,,142.7%,540%
8,Jan 14,Cerberus Cyber Sentinel Corp.,CISO,Technology,5.0,2.0,BOTD,,,,240.6%,8.4%
9,Jan 27,Credo Technology Group Holding Ltd.,CRDO,Technology,10.0,20.0,GS,BAML,COWN,,26.9%,16.5%
10,Feb 4,Silver Spike Investment Corp.,SSIC,Finance,14.0,6.0,Stifel,PPRJ,,,4.3%,0%
11,Feb 4,Nuvectis Pharma Inc.,NVCT,Health-Care,5.0,3.0,HCW,,,,46.2%,-35%
12,Feb 4,ARCELLX Inc.,ACLX,Health-Care,15.0,8.0,BAML,SVB,BRCL,,13.2%,12%
13,Feb 10,Sky Technologies Corp. (SQL Technologies Corp.),SKYX,Technology,14.0,1.0,BNCH,,,,64.7%,-15.4%
14,Feb 10,Heartcore Enterprises Inc.,HTCR,Technology,5.0,3.0,BOTD,,,,112.3%,-1%
15,Feb 11,The Arena Group (aka theMaven Inc.),AREN,Technology,8.3,3.0,,,,,63.8%,0%
16,Feb 11,Modiv Inc.,MDV,Finance,25.0,,,,,,0%,169%
17,Feb 14,Vivakor Inc.,VIVK,Public-Utilities,5.0,1.0,EF,,,,66.9%,-7%
18,Feb 16,Meihua International Medical Technologies Co. Ltd,MHUA,Health-Care,10.0,3.0,PNC,SS,,,37.4%,29.2%
19,Feb 18,Blue Water Vaccines Inc.,BWV,Health-Care,9.0,2.0,BOTD,,,,6%,537.8%
20,Mar 10,The Marygold Companies Inc. (aka Concierge Technologies Inc.),MGLD,Finance,2.0,1.0,MXIM,,,,612.4%,69.5%
21,Mar 15,Akanda Corp.,AKAN,Health-Care,4.0,4.0,BOTD,,,,33.9%,162.5%
22,Mar 25,AN2 Therapeutics Inc.,ANTX,Health-Care,15.0,4.0,COWN,SVB,EVCR,,30.2%,2.7%
23,Apr 1,Expion360 Inc.,XPON,Basic Industries,7.0,2.0,AXND,,,,490.9%,13.3%
24,Apr 12,Genius Group Limited,GNS,Consumer Services,6.0,3.0,BOTD,,,,36.6%,408.3%
25,Apr 13,Excelerate Energy Inc.,EE,Energy,24.0,16.0,BRCL,JPM,MS,,74.4%,11.9%
26,Apr 13,Applied Blockchain Inc.,APLD,Technology,5.0,8.0,,NDHM,CHLM,,39%,-3%
27,Apr 22,JE Cleantech Holdings Limited,JCSE,Miscellaneous,4.0,3.0,VWTR,,,,32%,375%
28,Apr 27,Tenon Medical Inc.,TNON,Health Care,5.0,3.0,BNCH,VCL,,,27.5%,350%
29,Apr 27,Ostin Technology Group Co. Ltd.,OST,Capital Goods,4.0,3.0,PNC,SS,,,63.5%,891.5%
30,Apr 29,HilleVax Inc.,HLVX,Health Care,17.0,11.0,JPM,SVB,Stifel,,19.9%,12.3%
31,Apr 29,Belite Bio Inc.,BLTE,Health Care,6.0,6.0,BNCH,,,,57.1%,76.5%
32,May 4,Austin Gold Corp.,AUST,Basic Industries,4.0,3.0,ROTH,,,,244.3%,9.3%
33,May 6,Bausch + Lomb Corp.,BLCO,Health Care,18.0,35.0,MS,GS,CITI,,42.8%,11.1%
34,May 11,"Hanover Bancorp, Inc./NY",HNVR,Finance,21.0,1.0,STPH,PPRJ,,,31.6%,0.5%
35,May 13,ProFrac Holding Corp.,PFHC,Energy,18.0,16.0,JPM,PS,MS,,39.5%,0.6%
36,May 13,"Actelis Networks, Inc.",ASNS,Consumer Durables,4.0,3.0,BOTD,,,,103.2%,-40%
37,May 17,Visionary Education Technology Holdings Group Inc.,VEDU,Consumer Services,4.0,4.0,,,,,9.2%,525%
38,May 17,"OKYO Pharma, Ltd.",OKYO,Health Care,4.0,0.0,TEq,,,,346.9%,-9.5%
39,May 17,Bright Green Corp.,BGXX,Health Care,16.0,158.0,EF,,,,0.2%,57.9%
40,May 24,"The Singing Machine Company, Inc.",MICS,Consumer Durables,4.0,1.0,AGIS,,,,113.8%,-31.3%
41,Jun 1,,,,5.0,5.0,UnSec,VCL,,,23.4%,239.8%
42,Jun 8,Phoenix Motor Inc.,PEV,Basic Industries,7.5,2.0,PNC,,,,91.4%,-45.9%
43,Jun 15,Lytus Technologies Holdings Pvt. Ltd.,LYT,Consumer Services,4.8,2.0,SCS,PCS,,,23.7%,258.1%
44,Jun 15,Connexa Sports Technologies Inc.,CNXA,Consumer Services,4.0,1.0,NLND,SCS,,,49%,-50.8%
45,Jun 22,Golden Sun Education Group Limited,GSUN,Consumer Services,4.0,4.0,NONE,,,,11.5%,307.5%
46,Jun 28,Ivanhoe Electric Inc.,IE,Basic Industries,11.8,14.0,BMO,JEFF,JPM,,36.2%,-8.1%
47,Jul 12,Nano Labs Ltd.,,Technology,11.5,1.0,,MXIM,TB,,82.6%,4.8%
48,Jul 13,Intelligent Living Application Group Inc.,ILAG,Consumer Durables,4.0,5.0,NONE,,,,140.4%,53%
49,Jul 15,"AMTD Digital, Inc.",HKD,Finance,7.8,16.0,,,,,5%,256.4%
50,Jul 19,WeTrade Group Inc.,WETG,Consumer Services,4.0,10.0,UnSec,,,,2.7%,403.8%
51,Jul 21,Virax Biolabs Group Limited,VRAX,Health Care,5.0,1.0,BOTD,,,,35.7%,264%
52,Jul 28,"MAIA Biotechnology, Inc.",MAIA,Health Care,5.0,2.0,TEq,,,,77.4%,-10.8%
53,Jul 29,Mobile Global eSports Inc. (MOGO),MGAM,Consumer Services,4.0,1.0,WPRK,,,,1001.4%,179.8%
54,Aug 3,1847 Holdings LLC,EFSH,Miscellaneous,4.2,1.0,RFL,,,,23.7%,-10.7%
55,Aug 5,,,,4.0,5.0,NONE,,,,11.4%,2325%
56,Aug 9,"Mill City Ventures III, Ltd.",MCVT,Finance,4.0,1.0,AXND,,,,43.6%,8%
57,Aug 11,Treasure Global Inc.,TGL,Consumer Services,4.0,2.0,EF,,,,1233%,345%
58,Aug 12,"Reborn Coffee, Inc.",REBN,Consumer Services,5.0,1.0,EF,,,,324%,-4%
59,Aug 12,"Forza X1, Inc.",FRZA,Consumer Durables,5.0,3.0,TEq,,,,634.8%,49.8%
60,Aug 17,Graphex Group Limited (GGL),GRFX,Basic Industries,2.5,4.0,EF,,,,80.1%,-12%
61,Aug 18,GigaCloud Technology Inc,GCT,Technology,12.3,2.0,AGIS,,,,397.8%,28.1%
62,Aug 23,Starbox Group Holdings Ltd.,STBX,Consumer Services,4.0,5.0,NONE,,,,442.1%,285%
63,Aug 26,"PaxMedica, Inc.",PXMD,Health Care,5.3,1.0,,RFL,,,527.1%,-6.5%
64,Aug 26,Jianzhi Education Technology Group Company Ltd.,JZ,Consumer Services,5.0,5.0,UnSec,,,,104.1%,275%
65,Aug 30,"Hempacco Co., Inc.",HPCO,Consumer Non-Durables,6.0,1.0,BOTD,,,,452.2%,29.7%
66,Aug 31,Addentax Group Corp.,ATXG,Basic Industries,5.0,5.0,NONE,,,,10.3%,13026.8%
67,Sep 9,Yoshiharu Global Co.,YOSH,Consumer Services,4.0,2.0,EF,,,,714.8%,4.3%
68,Sep 14,"LINKBANCORP, Inc.",LNKB,Finance,7.5,4.0,STPH,PS,,,17.3%,0.7%
69,Sep 15,"Third Harmonic Bio, Inc.",THRD,Health Care,17.0,10.0,MS,JEFF,COWN,,19.2%,15.8%
70,Sep 15,"Corebridge Financial, Inc. (SAFG Retirement Services)",CRBG,Finance,21.0,80.0,JPM,MS,PS,,6.2%,-2.4%
71,Sep 16,"Know Labs, Inc.",KNW,Health Care,2.0,3.0,BOTD,,,,295.6%,5%
72,Sep 22,"Loop Media, Inc.",LPTV,Miscellaneous,5.0,2.0,ROTH,,,,45.6%,-1%
73,Sep 30,Laser Photonics Corp.,LASE,Basic Industries,5.0,3.0,AXND,,,,233.4%,-48.4%
74,Oct 13,"Castellum, Inc.",CTM,Miscellaneous,2.0,1.0,EF,,,,109.3%,-40%
75,Oct 20,"Prime Medicine, Inc.",PRME,Health Care,17.0,10.0,JPM,GS,MS,,27%,-9.6%
76,Oct 26,Mobile Global eSports Inc. (MOGO),MGAM,Consumer Services,21.0,41.0,WPRK,,,,0%,34.5%
