Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Month/Date,Month of Quarter,Real GDP Per Capita,OECD Leading Indicator,Interest Rate,Seasonally Adjusted Unemployment Rate,CPI Growth Rate,Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup,Underpriced
TTMI,TTM Technologies Inc,6.8,2.4,3,120,35.55,16,30.859375,568.8,9/21/00,87305R109,1.6,120,35.55,106.571,108922000,9/1/00,7/1/00,46624.00,100.100302,6,3.95818563,0.520833333,13 - 15,Priced Above Range,8,31,255,1
TTOO,T2 Biosystems Inc,54.7,-175.5,-102.3,65.78,19.977,11,30.18181801,219.75,8/7/14,89853L203,-12.2,65.78,19.977,6.95881,509322,8/1/14,7/1/14,53340.00,100.8473576,0.75,6.180879513,-0.167051417,15 - 17,Priced Below Range,0,22,61,1
TTPH,Tetraphase Pharmaceuticals Inc,-60.9,-950.1,-85.4,80.5846,19.868,7,0,139.08,3/20/13,88165N204,-20.7,80.5846,19.868,20.1234,1461610,3/1/13,1/1/13,51998.00,100.2801151,0.75,7.574579728,0.261450858,10-Aug,Priced Below Range,0,13,15,0
TUSK,Mammoth Energy Services Inc,-26.8,-44.3,-2.5,116.25,37.5,15,-11.60000038,562.5,10/14/16,56155L108,-0.4,116.25,37.5,79.1832,37463400,10/1/16,10/1/16,54714.00,99.43029734,1,4.98714224,0.124674851,15 - 18,Priced Within Range,2,29,46,0
TVIAQ,TerraVia Holdings Inc,-19.1,-549.4,-63.6,227.183,57.7391,18,15.05555534,1039.3,5/27/11,88105A106,-0.7,227.183,57.7391,0.00478096,5178,5/1/11,4/1/11,50897.00,100.0117096,0.75,9.203184599,0.470418753,15 - 17,Priced Above Range,0,10,11,1
TW,Tradeweb Markets Inc,20.5,21,4.4,1242,46,27,32.62963104,1242,4/4/19,892672106,2.8,1242,46,112.784,125278000,4/1/19,4/1/19,57418.00,99.58445085,3,3.5977807,0.529500161,24 - 26,Priced Above Range,3,26,76,1
TWLO,Twilio Inc,61.3,-33.4,-10.3,172.5,11.5,15,91.93333435,1233,6/23/16,90138F102,-0.3,172.5,11.5,90.6109,158137000,6/1/16,4/1/16,54334.00,99.18337219,1,4.950735144,0.328436617,14-Dec,Priced Above Range,1,5,82,1
TWOU,2U Inc,22.1,-20.6,-19.1,133.074,40.1915,13,7.538461685,522.49,3/28/14,90214J101,-0.2,133.074,40.1915,126.539,98960100,3/1/14,1/1/14,52266.00,100.6756095,0.75,6.763461499,0.644004413,13-Nov,Priced Within Range,0,7,79,1
TWST,Twist Bioscience Corp,46.8,-114.9,-24.4,80.5,27.36,14,0,383.04,10/31/18,90184D100,-2.3,80.5,27.36,115.266,64968000,10/1/18,10/1/18,56851.00,100.2681725,2.75,3.822420119,0.176676346,14 - 16,Priced Within Range,0,21,29,0
TWTR,Twitter Inc,36.6,-4.3,-0.7,2093,555.197,26,72.69230652,14435.1,11/7/13,90184L102,0.7,2093,555.197,67.0685,513239000,11/1/13,10/1/13,52544.00,100.6507643,0.75,7.112790148,-0.204242419,23 - 25,Priced Above Range,4,8,167,1
TXG,10X Genomics Inc,64.1,-11.8,-16.8,448.5,19.5954,39,35.25640869,764.221,9/12/19,88025U109,-0.1,448.5,19.5954,104.684,100074000,9/1/19,7/1/19,57845.00,99.2709694,2.5,3.572134909,0.078344858,36 - 38,Priced Above Range,0,22,32,1
TXRH,Texas Roadhouse Inc,44.4,7,10.9,182.366,30.5229,17.5,28.34285736,534.15,10/5/04,882681109,6.7,182.366,30.5229,106.339,71156800,10/1/04,10/1/04,49623.00,100.5370284,2.75,5.523151518,0.526592944,15 - 17,Priced Above Range,5,17,33,1
TYPE,Monotype Imaging Holdings Inc,4.6,4.9,5,144.713,34.0587,12,0.416666657,408.7,7/25/07,61022P100,0.5,144.713,34.0587,13.474,5566880,7/1/07,7/1/07,51882.00,101.9183313,6.25,4.697204833,-0.025437721,13 - 15,Priced Below Range,1,5,256,1
U,Unity Software Inc,43.7,-47.9,-17.5,1495,267.117,52,31.44230843,13890.1,9/18/20,91332U101,-0.3,1495,267.117,60.6154,250463000,9/1/20,7/1/20,56484.00,98.66695103,0.25,8.083785823,0.139274694,44 - 48,Priced Above Range,1,5,179,1
UAN,CVR Partners LP,52.1,14.6,23.5,353.28,73,16,9.6875,1168,4/8/11,126633205,17.6,353.28,73,31.9439,3376360,4/1/11,4/1/11,50897.00,100.1934599,0.75,9.277005673,0.643942954,14-Dec,Priced Above Range,6,14,17,1
UAPH,UAP Holding Corp,19.5,2.3,4.7,504.85,50.3733,16,2,805.97,11/23/04,903441103,-0.3,504.85,50.3733,0.00339971,1800,11/1/04,10/1/04,49623.00,100.5102549,3,5.46304261,0.052383447,15 - 17,Priced Within Range,6,14,17,1
UBER,Uber Technologies Inc,56.7,-2.8,-26,8100,1682.52,45,-7.622222424,75713.4,5/10/19,90353T100,-0.2,8100,1682.52,81.4197,1623840000,5/1/19,4/1/19,57418.00,99.50838434,3,3.645931768,0.212875859,44 - 50,Priced Within Range,4,8,9,0
UBNK,United Financial Bancorp Inc,14.3,26.2,0.4,83.5705,0,10,4.800000191,0,5/23/05,910304104,2.1,83.5705,0,1.66097,845181,5/1/05,4/1/05,50204.00,100.2702497,4,5.200249935,-0.102774923,10-Oct,Priced Within Range,3,20,28,1
UCP,UCP Inc,25.3,2.6,2.5,116.25,7.75,15,-6.666666508,116.25,7/18/13,90265Y106,0.5,116.25,7.75,0.00671578,535,7/1/13,7/1/13,52284.00,100.6172944,0.75,7.464771304,0.039399753,15 - 17,Priced Within Range,5,51,131,0
UCTT,Ultra Clean Holdings Inc,50.2,5.6,2.9,47.0424,16.2454,7,7.142857075,113.72,3/25/04,90385V107,4.8,47.0424,16.2454,89.5426,40738900,3/1/04,1/1/04,48633.00,101.0054486,2,5.860438928,0.644468314,7.50 - 7.50,Priced Below Range,1,4,54,1
UFAB,Unique Fabricating Inc,4.5,-5.5,-24.1,25.6738,9.4425,9.5,42,86.355,7/1/15,90915J103,-0.3,25.6738,9.4425,31.0317,3640990,7/1/15,7/1/15,54081.00,99.98278579,0.75,5.338603251,0.006704716,10-Aug,Priced Within Range,5,38,69,1
UI,Ubiquiti Inc,-10.8,22.3,35,105.573,89.7027,15,16.66666603,1345.54,10/14/11,90353W103,6,105.573,89.7027,4.05706,2451630,10/1/11,10/1/11,51232.00,99.19631195,0.75,9.023611439,-0.206268263,15 - 17,Priced Within Range,4,23,126,1
ULH,Universal Logistics Holdings I,25.8,4.2,13,121.9,15.3225,20,12.5,306.45,2/11/05,91388P105,3,121.9,15.3225,25.7853,6775760,2/1/05,1/1/05,50068.00,100.4087346,3.5,5.435789926,0.576822234,18 - 20,Priced Within Range,8,54,166,1
UNVR,Univar Solutions Inc,15.3,4.8,9.1,885.5,137.934,22,15.45454502,3034.55,6/18/15,91336L107,1.7,885.5,137.934,113.446,185106000,6/1/15,4/1/15,54021.00,100.1249321,0.75,5.350969219,0.350287,20 - 22,Priced Within Range,5,58,197,1
UOPX,University of Phoenix Online,61.7,20.8,35.6,70,0,14,27.2321434,0,9/28/00,37604204,1.3,70,0,0.0134065,2100,9/1/00,7/1/00,46624.00,100.100302,6,3.95818563,0.520833333,14 - 16,Priced Within Range,0,7,79,1
UPLD,Upland Software Inc,3.5,-19.2,-4.9,46.1544,14.3357,12,-18.75,172.028,11/6/14,91544A109,1.3,46.1544,14.3357,87.4073,27776300,11/1/14,10/1/14,53464.00,100.7732648,0.75,5.911112923,-0.539941794,14-Dec,Priced Within Range,1,5,82,0
UPST,Upstart Holdings Inc,263.5,15.9,0.3,276.362,72.4609,20,47.34999847,1449.22,12/16/20,91680M107,2.1,276.362,72.4609,46.9466,38438600,12/1/20,10/1/20,57005.00,99.71018332,0.25,6.897872332,0.094147847,20 - 22,Priced Within Range,3,26,152,1
UPWK,Upwork Inc,34.5,-11.1,-8.8,215.223,104.079,15,41.20000076,1561.18,10/3/18,91688F104,0.0852128,215.223,104.079,89.1704,117119000,10/1/18,10/1/18,56851.00,100.2681725,2.75,3.822420119,0.176676346,14-Dec,Priced Above Range,4,8,9,1
URGN,UroGen Pharma Ltd,307.1,-230.6,-75.8,66.8772,12.6435,13,7.538461685,164.365,5/4/17,N.A.,-3.8,66.8772,12.6435,79.0143,18244400,5/1/17,4/1/17,55057.00,99.9020738,1.5,4.399948582,0.085472183,14-Dec,Priced Within Range,0,21,29,1
USAC,USA Compression Partners LP,-5.2,1.6,0.9,198,15.0486,18,-2.222222328,270.87,1/15/13,90290N109,2.7,198,15.0486,41.3908,40561000,1/1/13,1/1/13,51998.00,100.0401909,0.75,8.002806341,0.295730419,19 - 21,Priced Below Range,2,29,46,0
USDP,USD Partners LP,1.7,17.5,-29.3,155.04,10.2135,17,-5.882352829,173.63,10/9/14,903318103,1.7,155.04,10.2135,12.5934,4203830,10/1/14,10/1/14,53464.00,100.8195993,0.75,5.895838862,-0.251227781,19 - 21,Priced Below Range,8,54,166,0
USFD,US Foods Holding Corp,28.8,0.5,1.5,1175.56,220.296,23,8.304347992,5066.8,5/26/16,912008109,1.8,1175.56,220.296,102.325,230120000,5/1/16,4/1/16,54334.00,99.17131936,1,4.882282302,0.4045791,21 - 24,Priced Within Range,0,10,95,1
USX,US Xpress Enterprises Inc,11.8,0.5,-1.6,332.23,34.9003,16,4.25,558.405,6/14/18,90338N202,1.5,332.23,34.9003,53.4482,19079900,6/1/18,4/1/18,56512.00,100.6340823,2.5,4.03458096,0.15938757,18 - 20,Priced Below Range,8,54,212,1
UTI,Universal Technical Institute,11.4,4.3,6.9,176.812,27.6936,20.5,28.53658485,567.72,12/17/03,913915104,1.6,176.812,27.6936,88.7114,29955600,12/1/03,10/1/03,48450.00,100.6010521,2,5.783101078,-0.108401084,20 - 22,Priced Within Range,0,7,79,1
V,Visa Inc,21.5,51,17.7,19650.4,446.6,44,28.40909004,19650.4,3/19/08,92826C839,9.8,19650.4,446.6,103.227,1687780000,3/1/08,1/1/08,51740.00,101.0056536,2.5,5.116461643,0.866821293,37 - 42,Priced Above Range,3,26,109,1
VAPO,Vapotherm Inc,-9.8,-52.7,-77.8,64.4,17.2469,14,14.28571415,241.457,11/14/18,922107107,-2.1,64.4,17.2469,69.1803,18475300,11/1/18,10/1/18,56851.00,100.1040647,2.75,3.779995013,-0.334934852,14 - 16,Priced Within Range,0,0,0,1
VBTX,Veritex Holdings Inc,1.5,41.1,1.3,35.1,9.0588,13,7.307692528,117.764,10/9/14,923451108,3.9,35.1,9.0588,93.7456,50627400,10/1/14,10/1/14,53464.00,100.8195993,0.75,5.895838862,-0.251227781,14-Dec,Priced Within Range,3,9,91,1
VCNX,Vaccinex Inc,44,-2486.6,-108.9,39.9996,11.4747,12,-5.166666508,137.696,8/9/18,918640103,-0.8,39.9996,11.4747,15.5357,6636700,8/1/18,7/1/18,56831.00,100.5227439,2.5,3.835982303,0.055554233,15-Dec,Priced Within Range,0,21,29,0
VCRA,Vocera Communications Inc,18,-3.6,-1.7,107.64,21.7404,16,31.4375,347.85,3/28/12,92857F107,1.5,107.64,21.7404,41.722,14619700,3/1/12,1/1/12,51559.00,99.92363477,0.75,8.317498152,0.759455862,14-Dec,Priced Above Range,1,1,257,1
VCTR,Victory Capital Holdings Inc,15,31,13.3,166.541,12.811,13,-10.76923084,0,2/8/18,92645B103,5.5,166.541,12.811,85.6578,58684000,2/1/18,1/1/18,56195.00,100.5687191,2,4.155353875,0.453468997,17 - 19,Priced Below Range,3,26,39,0
VCYT,Veracyte Inc,86.8,-34.4,-3.7,65,20.9898,13,1.923076868,272.87,10/30/13,92337F107,-0.4,65,20.9898,121.975,87520700,10/1/13,10/1/13,52544.00,100.65078,0.75,7.416395048,-0.257528326,13 - 15,Priced Within Range,0,21,29,1
VEEV,Veeva Systems Inc,26.3,23,10.5,300.034,122.252,20,85.80000305,2445.04,10/16/13,922475108,4.9,300.034,122.252,99.311,139548000,10/1/13,10/1/13,52544.00,100.65078,0.75,7.416395048,-0.257528326,16 - 18,Priced Above Range,1,5,81,1
VEL,Velocity Financial Inc,8.4,34.7,1,94.25,19,13,3.923076868,247,1/17/20,92262D101,2.5,94.25,19,97.1846,31503200,1/1/20,1/1/20,57279.00,99.24447302,2.25,3.672894836,0.387976994,14 - 16,Priced Below Range,3,26,170,1
VERI,Veritone Inc,99.8,-61.2,-13.7,37.5,13.8796,15,-12.86666679,208.194,5/12/17,92347M100,0.2,37.5,13.8796,53.9412,19575100,5/1/17,4/1/17,55057.00,99.9020738,1.5,4.399948582,0.085472183,14 - 16,Priced Within Range,1,5,82,0
VERO,Venus Concept Inc,35.3,-21.7,-23.7,28.7791,29.1173,7,41.7142868,203.821,10/12/17,92332W105,-0.3,28.7791,29.1173,80.0008,54068200,10/1/17,10/1/17,55877.00,100.2302312,1.75,4.165125132,-0.06320421,9-Jul,Priced Within Range,0,22,61,1
VERX,Vertex Inc,13.5,-0.3,-1.6,462.128,25.4167,19,25.94736862,482.917,7/29/20,92538J106,0.6,462.128,25.4167,72.0964,35134700,7/1/20,7/1/20,56484.00,97.81746245,0.25,9.875006693,0.50582435,14 - 16,Priced Above Range,1,5,81,1
VERY,Vericity Inc,19.4,-9.4,-2.2,201.25,0,10,20,0,8/8/19,92347D100,-0.0533782,201.25,0,77.999,11602300,8/1/19,7/1/19,57845.00,99.29377063,2.75,3.719931819,-0.005066824,10-Oct,Priced Within Range,3,18,190,1
VG,Vonage Holdings Corp,12.9,-1.7,-2.9,531.25,155.732,17,-12.64705849,2647.44,5/24/06,92886T201,0.6,531.25,155.732,19.6677,50463900,5/1/06,4/1/06,51210.00,101.1215791,6,4.71660949,0.496277916,16 - 18,Priced Within Range,4,23,143,0
VIA,Via Renewables Inc,-29,1.3,1.1,54,3,18,-0.722222209,54,7/29/14,92556D106,0.8,54,3,42.1842,6689470,7/1/14,7/1/14,53340.00,100.8354317,0.75,6.275748001,-0.039019396,19 - 21,Priced Below Range,7,39,171,0
VICI,VICI Properties Inc,23.1,67.1,2.9,1391.5,359.354,20,10,7187.08,2/1/18,925652109,1.5,1391.5,359.354,103.673,1034010000,2/1/18,1/1/18,56195.00,100.5687191,2,4.155353875,0.453468997,19 - 21,Priced Within Range,3,3,50,1
VIE,Viela Bio Inc,-76.7,-1293,-37.3,172.615,50.8527,19,23.21052551,966.201,10/3/19,926613100,-2,172.615,50.8527,5.10895,2807380,10/1/19,10/1/19,58017.00,99.278352,2.25,3.640738145,0.228619055,19 - 21,Priced Within Range,0,21,29,1
VINA,Vina Technologies Inc,-44.2,-220.4,-69.4,36,31.5168,12,12.5,378.2,8/10/00,92719D100,-0.3,36,31.5168,1.77E-05,11,8/1/00,7/1/00,46624.00,100.3264793,6,4.15367782,0,14-Dec,Priced Within Range,4,23,34,1
VIR,Vir Biotechnology Inc,1334.3,48.2,58.5,142.858,109.397,20,-29.89999962,2187.94,10/11/19,92764N102,-0.3,142.858,109.397,85.8025,114217000,10/1/19,10/1/19,58017.00,99.278352,2.25,3.640738145,0.228619055,20 - 22,Priced Within Range,0,21,29,0
VIRT,Virtu Financial Inc,-13.2,16.9,3.1,361.23,34.3051,19,16.7368412,606.081,4/16/15,928254101,9.9,361.23,34.3051,99.5365,99338900,4/1/15,4/1/15,54021.00,100.329222,0.75,5.52420878,0.203287325,17 - 19,Priced Within Range,3,26,76,1
VITL,Vital Farms Inc,21.7,0.9,-2.1,235.391,39.1758,22,60.27272797,861.868,7/31/20,92847W103,0.4,235.391,39.1758,72.0576,29350400,7/1/20,7/1/20,56484.00,97.81746245,0.25,9.875006693,0.50582435,15 - 17,Priced Above Range,0,49,111,1
VIVE,Viveve Medical Inc,17.2,-342.7,-96.4,15.525,10.6069,5,-1,53.0345,6/14/16,92852W501,-1.2,15.525,10.6069,5.64381,605234,6/1/16,4/1/16,54334.00,99.18337219,1,4.950735144,0.328436617,8-Aug,Priced Below Range,0,22,61,0
VLRXQ,Valeritas Holdings Inc,30.3,-173.9,-114.6,52.5,6.8896,10,-28.79999924,68.896,3/23/17,91914N301,-26.4,52.5,6.8896,27.6904,2307020,3/1/17,1/1/17,54866.00,99.85631202,1.5,4.473768194,0.081279787,11-Sep,Priced Within Range,0,22,61,0
VLTC,Voltari Corp,382.6,-98.2,-9.9,50,38.5926,10,-7.400000095,385.93,6/18/10,92870X309,0.0217903,50,38.5926,1.11E-05,1,6/1/10,4/1/10,50424.00,99.64372422,0.75,9.519523123,-0.097626708,11-Oct,Priced Within Range,4,19,26,0
VMW,VMware Inc,9.2,14.1,5.4,1100.55,75.12,29,75.86206818,2178.48,8/14/07,928563402,10.3,1100.55,75.12,51.691,219415000,8/1/07,7/1/07,51882.00,101.8469871,5.75,4.675485691,-0.183390223,27 - 29,Priced Within Range,1,5,258,1
VNCE,Vince Holding Corp,46.7,-3.9,-6.4,230,36.2636,20,43.29999924,725.27,11/22/13,92719W207,-0.0185678,230,36.2636,74.6971,9187140,11/1/13,10/1/13,52544.00,100.6507643,0.75,7.112790148,-0.204242419,17 - 19,Priced Above Range,5,25,38,1
VNDA,Vanda Pharmaceuticals Inc,8.2,12.3,1,59.6419,21.8578,10,-3.200000048,218.58,4/12/06,921659108,1.1,59.6419,21.8578,109.013,61690800,4/1/06,4/1/06,51210.00,101.1762,5.75,4.819549738,0.850850851,10-Oct,Priced Within Range,0,13,15,0
VNOM,Viper Energy Partners LP,101.4,11.4,6.2,149.5,76.95,26,24.42307663,2000.7,6/18/14,92763M105,4.5,149.5,76.95,83.1747,61703300,6/1/14,4/1/14,52840.00,100.8107011,0.75,6.174444118,0.186212694,19 - 21,Priced Above Range,2,28,123,1
VNRSQ,Vanguard Natural Resources LLC,-39.1,-236.5,42.6,99.75,10.79,19,-0.315789461,205.01,10/24/07,92205F106,2.2,99.75,10.79,0.78038,1021750,10/1/07,10/1/07,52066.00,101.6347884,5,4.768472729,0.213919133,19 - 21,Priced Within Range,2,28,43,0
VOYA,Voya Financial Inc,-44.7,50.2,0.4,1461.94,260.73,19.5,6.871794701,5084.24,5/2/13,929089100,0.6,1461.94,260.73,123.179,119696000,5/1/13,4/1/13,51982.00,100.4875479,0.75,7.705884828,0.178040777,21 - 24,Priced Below Range,3,18,60,1
VRA,Vera Bradley Inc,15.4,3.3,-5.1,202.4,42.1567,16,55.3125,674.51,10/21/10,92335C106,1.1,202.4,42.1567,66.1118,20559600,10/1/10,10/1/10,50859.00,99.75772772,0.75,9.681642739,0.124519889,14 - 16,Priced Within Range,5,17,23,1
VRM,Vroom Inc,134.5,-11.6,-28.7,537.625,121.613,22,117.727272,2675.47,6/9/20,92918V109,-4.1,537.625,121.613,59.5685,82307800,6/1/20,4/1/20,52394.00,96.38894556,0.25,10.71621054,0.547204693,18 - 20,Priced Above Range,5,17,51,1
VRNS,Varonis Systems Inc,33.2,-29.9,-13.1,121.44,24.3359,22,100,535.39,2/28/14,922280102,0.0681633,121.44,24.3359,102.575,113059000,2/1/14,1/1/14,52266.00,100.6382872,0.75,6.7788573,0.369790865,19 - 21,Priced Above Range,1,1,127,1
VRNT,Verint Systems Inc,5.3,1.6,0.2,72,23.3906,16,-9.4375,374.25,5/16/02,92343X100,1.9,72,23.3906,112.895,73615800,5/1/02,4/1/02,46866.00,99.45832738,1.25,5.85679877,0,16 - 18,Priced Within Range,1,5,81,0
VRSK,Verisk Analytics Inc,7.6,22.2,14.1,2155.91,113.076,22,23.72727203,2487.67,10/7/09,92345Y106,7.1,2155.91,113.076,100.639,157387000,10/1/09,10/1/09,49886.00,98.18717138,0.5,10.18384358,0.096310119,19 - 21,Priced Above Range,0,7,8,1
VRSZQ,Verso Corp,-5.9,-0.2,-0.2,168,52.0466,12,-16.66666603,624.56,5/15/08,92531L108,5.8,168,52.0466,0.0176602,14450,5/1/08,4/1/08,51923.00,100.5720601,2.25,5.539569455,0.842088603,12-Dec,Priced Within Range,6,63,252,0
VRTU,Virtusa Corp,5.1,3.6,4.6,61.6,22.8269,14,-15.28571415,319.58,8/3/07,92827P102,2.6,61.6,22.8269,50.1955,15229800,8/1/07,7/1/07,51882.00,101.8469871,5.75,4.675485691,-0.183390223,14 - 16,Priced Within Range,1,1,31,0
VSI,Vitamin Shoppe Inc,-2.8,-0.3,-1.4,177.828,26.5723,17,5.588235378,451.73,10/28/09,9.28E+105,3.8,177.828,26.5723,38.2351,9214140,10/1/09,10/1/09,49886.00,98.18717138,0.5,10.18384358,0.096310119,14 - 16,Priced Above Range,5,17,188,1
VSLR,Vivint Solar Inc,17.4,-29.9,-3.1,329.6,105.303,16,0.0625,0,10/1/14,92854Q106,-2.6,329.6,105.303,9.48518,11938700,10/1/14,10/1/14,53464.00,100.8195993,0.75,5.895838862,-0.251227781,16 - 18,Priced Within Range,2,15,19,1
VSTM,Verastem Inc,-97.6,-3468.1,-65.9,63.25,20.234,10,10.89999962,202.34,1/27/12,92337C104,-0.3,63.25,20.234,60.8384,127816000,1/1/12,1/1/12,51559.00,99.72371618,0.75,8.342726425,0.440019143,11-Sep,Priced Within Range,0,21,29,1
VTVT,vTv Therapeutics Inc,-37.5,-324.2,-62.3,117.188,7.8125,15,-27.39999962,117.188,7/30/15,918385105,-0.3,117.188,7.8125,63.7735,51964900,7/1/15,7/1/15,54081.00,99.98278579,0.75,5.338603251,0.006704716,15 - 17,Priced Within Range,0,13,15,0
VVOS,Vivos Therapeutics Inc,29.2,-120.1,-86.9,24.15,18.1917,6,49.83333206,109.15,12/11/20,9.29E+112,-0.7,24.15,18.1917,17.77,4089240,12/1/20,10/1/20,57005.00,99.71018332,0.25,6.897872332,0.094147847,7-May,Priced Within Range,0,21,29,1
VVV,Valvoline Inc,26.6,14,13.6,759,200,22,5,4400,9/23/16,92047W101,1.5,759,200,96.5382,170892000,9/1/16,7/1/16,54549.00,99.32291136,1,5.067702195,0.240399586,20 - 23,Priced Within Range,6,14,75,1
VWR,VWR Corp,4.5,3.2,2.9,616.533,131.359,21,0.238095239,2758.54,10/2/14,91843L103,2,616.533,131.359,0.517636,682604,10/1/14,10/1/14,53464.00,100.8195993,0.75,5.895838862,-0.251227781,22 - 25,Priced Below Range,0,22,32,1
VYGR,Voyager Therapeutics Inc,-78.1,-190.2,-9.3,80.5,26.7847,14,26.7857151,364.486,11/11/15,92915B106,-1.4,80.5,26.7847,64.2294,24797300,11/1/15,10/1/15,54045.00,99.41157201,0.75,5.199007422,-0.211068038,15 - 17,Priced Below Range,0,13,15,1
VYNE,VYNE Therapeutics Inc,-29.7,-496.9,-38.7,136.85,22.978,17,68.88235474,390.626,1/25/18,92941V209,-1.1,136.85,22.978,19.9403,11572500,1/1/18,1/1/18,56195.00,100.4818485,2,4.134060502,0.544774545,16 - 17,Priced Within Range,0,21,29,1
W,Wayfair Inc,-3,-0.9,-29.1,366.85,12.65,29,30.06896591,319,10/2/14,94419L101,3.9,366.85,12.65,129.918,105793000,10/1/14,10/1/14,53464.00,100.8195993,0.75,5.895838862,-0.251227781,25 - 28,Priced Above Range,4,8,138,1
WAAS,AquaVenture Holdings Ltd,39.7,-9.8,-2.6,134.55,26.388,18,21.94444466,474.984,10/6/16,N.A.,1,134.55,26.388,10.2358,3272350,10/1/16,10/1/16,54714.00,99.43029734,1,4.98714224,0.124674851,18 - 20,Priced Within Range,8,33,84,1
WAGE,WageWorks Inc,-0.8,5.5,0.6,67.275,26.7086,9,40,240.38,5/10/12,930427109,4.4,67.275,26.7086,1.26995,512693,5/1/12,4/1/12,51702.00,99.83138197,0.75,8.313429668,-0.117347937,12-Oct,Priced Below Range,3,26,128,1
WAIR,Wesco Aircraft Holdings Inc,8,1.2,1.1,315,85.5698,15,-0.533333361,1283.55,7/28/11,950814103,0.8,315,85.5698,17.425,17430500,7/1/11,7/1/11,50769.00,99.50703914,0.75,9.061306168,0.088604567,15.50 - 17.50,Priced Below Range,5,58,197,0
WAL,Western Alliance Bancorp,54.8,44.8,1.6,93.5,22.1222,22,15.45454502,486.69,6/30/05,957638109,-25.8,93.5,22.1222,98.904,107718000,6/1/05,4/1/05,50204.00,100.2962748,4.25,5.089785897,0.051440329,19 - 21,Priced Above Range,3,9,70,1
WATT,Energous Corp,131.1,-5474,-91.1,27.6,9.4214,6,76.33333588,56.53,3/28/14,29272C103,-0.4,27.6,9.4214,10.1301,7909940,3/1/14,1/1/14,52266.00,100.6756095,0.75,6.763461499,0.644004413,6-Jun,Priced Within Range,8,52,135,1
WBBW,Westbury Bancorp Inc,-11.2,23.9,0.8,50.916,5.0916,10,35.20000076,50.92,4/10/13,95727P106,1,50.916,5.0916,39.6302,1100420,4/1/13,4/1/13,51982.00,100.384401,0.75,7.675765434,-0.103963948,10-Oct,Priced Within Range,3,9,121,1
WBMD,WebMD Health Corp,10.7,12.9,5.3,138.863,6.9,17.5,39.42856979,120.75,9/29/05,94770V102,4.2,138.863,6.9,0.0438298,16647,9/1/05,7/1/05,50470.00,100.4936429,4.75,5.109980409,1.221995927,15.50 - 17.50,Priced Within Range,4,8,159,1
WCG,WellCare Health Plans Inc,20,2.1,4.8,143.367,37.0691,17,14.88235283,630.17,6/30/04,94946T106,5.9,143.367,37.0691,24.9418,12552600,6/1/04,4/1/04,48905.00,100.8993806,2.25,5.646463306,0.317292438,14 - 16,Priced Above Range,0,0,142,1
WD,Walker & Dunlop Inc,16.1,21.1,4.5,102.213,22.1112,10,-1,221.11,12/15/10,93148P102,28,102.213,22.1112,83.5033,27566200,12/1/10,10/1/10,50859.00,100.0833654,0.75,9.571029496,0.171844079,14 - 16,Priced Below Range,3,9,259,0
WDAY,Workday Inc,19,0.5,-1.7,732.55,26.1625,28,73.89286041,732.55,10/12/12,98138H101,6.6,732.55,26.1625,101.544,204104000,10/1/12,10/1/12,51634.00,99.71850812,0.75,8.014015423,-0.038892514,24 - 26,Priced Above Range,1,5,81,1
WEB,Web.com Group Inc,5.4,7.1,3.2,68,16.4946,10,0.100000002,164.95,11/1/05,94733A104,3,68,16.4946,0.360838,181216,11/1/05,10/1/05,50629.00,100.7991232,5,5.136890026,-0.803212851,11-Sep,Priced Within Range,4,8,169,1
WEBK,Wellesley Bank,19.8,19.8,0.6,22.497,2.4072,10,20,24.07,1/26/12,949485106,1.6,22.497,2.4072,7.36851,193489,1/1/12,1/1/12,51559.00,99.72371618,0.75,8.342726425,0.440019143,10-Oct,Priced Within Range,3,9,186,1
WES,Western Midstream Partners LP,3.7,31.8,9.8,434.68,214.53,22,27.27272797,4719.66,12/7/12,958669103,4.3,434.68,214.53,44.7886,172699000,12/1/12,10/1/12,51634.00,99.9128809,0.75,8.062128282,-0.269306449,19 - 21,Priced Above Range,2,2,2,1
WEX,WEX Inc,18.6,0.00740324,0.9,720,40.269,18,-5,724.84,2/16/05,96208T104,3.3,720,40.269,123.268,53736400,2/1/05,1/1/05,50068.00,100.4087346,3.5,5.435789926,0.576822234,19 - 21,Priced Below Range,0,7,115,0
WHD,Cactus Inc,25.8,11.3,9.1,502.55,26.45,19,6.578947544,1422.91,2/8/18,127203107,1.1,502.55,26.45,118.236,71791600,2/1/18,1/1/18,56195.00,100.5687191,2,4.155353875,0.453468997,16 - 19,Priced Within Range,8,36,206,1
WHF,WhiteHorse Finance Inc,16.9,41.7,3.2,100.001,14.9656,15,-7.333333492,224.48,12/5/12,96524V106,-4.2,100.001,14.9656,36.365,8452340,12/1/12,10/1/12,51634.00,99.9128809,0.75,8.062128282,-0.269306449,15 - 15,Priced Within Range,3,24,37,0
