,Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M),Shares Outstanding (M),Instit Owner (% Shares Out),Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup
3601,TMX US,Terminix Global Holdings Inc,4.2,6.1,1.4,701.845,133.13,17,5.588235378,2263.21,6/26/2014,8.81E+104,2,701.845,133.13,118.483,144020000,18 - 21,Priced Below Range,"Consumer, Non-cyclical",Commercial Services,Building-Maint&Service
3602,TNAV US,Telenav Inc,22.2,-0.3,-2.1,64.4,41.924,8,22.5,335.39,5/13/2010,879455103,0.5,64.4,41.924,20.6203,9897750,10-Sep,Priced Below Range,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig
3603,TNDM US,Tandem Diabetes Care Inc,40.8,2.2,-7.1,138,22.578,15,28.39999962,338.67,11/14/2013,875372203,1.7,138,22.578,112.349,72238900,13 - 15,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Healthcare Safety Device
3604,TNET US,TriNet Group Inc,12.5,7.4,12.2,276,68.3252,16,19.375,1093.2,3/27/2014,896288107,3.3,276,68.3252,99.3042,61797100,15 - 17,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Human Resources
3605,TNGNQ US,Tengion Inc,,,-310.5,30,12.3535,5,0.400000006,61.77,4/9/2010,88034G208,-4.2,30,12.3535,,,5-May,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3606,TNGX US,Tango Therapeutics Inc,,-157.2,-29.7,166.75,20.79,10,2.299999952,207.9,9/3/2020,87583X109,-0.9,166.75,20.79,87.8433,77457900,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3607,TNOX US,Tanox Inc,,,1.3,213.75,40.789,28.5,0,1162.49,4/7/2000,87588Q109,,213.75,40.789,0.0011595,530,27 - 30,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
3608,TNS US,TNS Inc,,,2.5,79.56,26.7782,18,0,482.01,3/16/2004,872960109,,79.56,26.7782,,,16 - 18,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance
3609,TNSIZ US,Triton Network Systems Inc,-60.6,-968,,82.5,63.1619,15,156.25,947.43,7/13/2000,896775103,-0.9,82.5,63.1619,,,13 - 15,Priced Within Range,Communications,Telecommunications,Wireless Equipment
3610,TNTRQ US,Tintri Inc,0.6,-125.2,-174,67.004,31.3881,7,3.857142925,219.717,6/30/2017,88770Q105,-4.6,67.004,31.3881,0.0961617,32300,8-Jul,Priced Within Range,Technology,Software,Computer Software
3611,TOH/U US,Resolute Energy Corp,21.6,-0.4,-3.8,552,67.2,10,-0.5,672,9/28/2007,429086408,,552,67.2,,,10-Oct,Priced Within Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn
3612,TOMO US,TomoTherapy Inc,19.1,-15.3,-12.1,256.594,48.7483,19,19.31579018,926.22,5/9/2007,890088107,-0.0344582,256.594,48.7483,,,15 - 17,Priced Above Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Imaging Systems
3613,TONEQ US,TierOne Corp,-18.8,-62.5,-0.8,191.305,0,0,,0,10/2/2002,88650R108,4,191.305,0,0.431646,77845,10-Oct,,Financial,Banks,Commer Banks-Southern US
3614,TORCQ US,Torch Offshore Inc,-3.5,-14,-11.7,80,13.3333,16,3.9375,213.33,6/7/2001,891019101,0.8,80,13.3333,0.0197739,2500,14 - 16,Priced Within Range,Energy,Oil&Gas Services,Oil-Field Services
3615,TOWR US,Tower International Inc,-20.9,3.1,0.8,86.2384,19.102,13,0,248.326,10/15/2010,891826109,8.3,86.2384,19.102,0.858753,177680,15 - 17,Priced Below Range,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig
3616,TPB US,Turning Point Brands Inc,9.9,11.6,6.4,54,15.956,10,1.200000048,159.56,5/11/2016,90041L105,3.6,54,15.956,99.2885,17439000,13 - 15,Priced Below Range,"Consumer, Non-cyclical",Agriculture,Tobacco
3617,TPGE/U US,Magnolia Oil & Gas Corp,101.7,38.7,41.8,650,65,10,1.399999976,650,5/5/2017,872656202,4.5,650,65,0.142615,92700,,,Energy,Oil&Gas,Oil Comp-Explor&Prodtn
3618,TPGH/U US,Accel Entertainment Inc,132.2,4.3,7.8,450,45,10,2.5,450,6/28/2017,N.A.,1.1,450,45,6.35933,3370620,10-Oct,Priced Within Range,"Consumer, Cyclical",Entertainment,Casino Services
3619,TPGI US,Thomas Properties Group Inc,-4.6,-28,5.9,171.428,31.0091,12,0.5,372.11,10/7/2004,884453101,-0.1,171.428,31.0091,,,13 - 15,Priced Below Range,Financial,Real Estate,Real Estate Oper/Develop
3620,TPGY/U US,TPG Pace Beneficial Finance Co,,101.9,24,350,35,10,0.100000002,350,10/7/2020,N.A.,-0.1,350,35,0.0171457,6001,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3621,TPH US,Tri Pointe Homes Inc,22.1,11.7,11.8,267.621,31.5979,17,12.05882359,537.16,1/31/2013,87265H109,3.7,267.621,31.5979,121.896,123010000,14 - 16,Priced Above Range,"Consumer, Cyclical",Home Builders,Bldg-Residential/Commer
3622,TPIC US,TPI Composites Inc,3.7,-9.2,-11.5,79.0625,33.7369,11,23.27272797,371.106,7/22/2016,87266J104,-0.6,79.0625,33.7369,105.916,44433000,12-Nov,Priced Within Range,Energy,Energy-Alternate Sources,Energy-Alternate Sources
3623,TPOSQ US,Tarpon Industries Inc,,,-70.4,16.3875,3.8633,5,6,19.32,2/14/2005,876223108,,16.3875,3.8633,,,6-Apr,Priced Within Range,Industrial,Metal Fabricate/Hardware,Steel Pipe&Tube
3624,TPR US,Tapestry Inc,16.3,12.8,10.9,118.08,42.4063,16,26.953125,678.5,10/5/2000,876030107,3.2,118.08,42.4063,102.988,248161000,14 - 16,Priced Within Range,"Consumer, Cyclical",Apparel,Apparel Manufacturers
3625,TPTI US,TippingPoint Technologies Inc,,-281.5,-32.3,144,60.4359,18,22.56944466,1087.85,3/16/2000,888011103,-2.9,144,60.4359,,,15 - 17,Priced Above Range,Communications,Telecommunications,Telecommunication Equip
3626,TPTX US,Turning Point Therapeutics Inc,23.3,-767.3,-35.1,191.475,31.0422,18,60.55555725,558.76,4/17/2019,90041T108,-3.1,191.475,31.0422,44.282,22173900,16 - 18,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3627,TPVG US,TriplePoint Venture Growth BDC,-4.1,87.6,0.6,143.749,9.842,15,4.333333492,147.63,3/6/2014,89677Y100,-4.6,143.749,9.842,26.9865,9521380,15 - 15,Priced Within Range,Financial,Investment Companies,Investment Companies
3628,TPX US,Tempur Sealy International Inc,34.1,12.6,12,301.875,97.2665,14,10.71428585,1361.73,12/18/2003,88023U101,3.6,301.875,97.2665,110.282,188565000,15 - 17,Priced Below Range,"Consumer, Cyclical",Home Furnishings,Home Furnishings
3629,TPZ US,Tortoise Power and Energy Infr,,,,137,0,20,0,0,7/29/2009,89147X104,,137,0,45.7327,2986340,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
3630,TRAK US,Dealertrack Technologies Inc,77.4,-2,-1.5,195.5,33.8489,17,13.23529434,575.43,12/13/2005,242309102,0.5,195.5,33.8489,,,14 - 16,Priced Above Range,Technology,Software,Applications Software
3631,TRBN US,Trubion Pharmaceuticals Inc,9.3,-162.1,-46.1,59.8,17.5052,13,0.692307711,227.57,10/18/2006,89778N102,-0.2,59.8,17.5052,,,13 - 15,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics
3632,TREB/U US,System1 Inc,,,4,517.5,51.75,10,3.400000095,517.5,6/17/2020,N.A.,-0.0239709,517.5,51.75,0.115942,60000,10-Oct,Priced Within Range,Technology,Computers,Computer Services
3633,TRFC US,Traffic.com Inc,,,,82.652,19.3082,12,1.25,231.7,1/24/2006,892717109,,82.652,19.3082,,,10.50 - 12.50,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Commercial Services
3634,TRGP US,Targa Resources Corp,105.2,0.4,3.1,414.289,44.7483,22,12.27272701,984.46,12/7/2010,87612G101,10,414.289,44.7483,104.764,237161000,19 - 21,Priced Above Range,Energy,Pipelines,Pipelines
3635,TRHC US,Tabula Rasa HealthCare Inc,11.4,-23.8,-30.7,59.34,16.1542,12,24,193.85,9/29/2016,873379101,0.6,59.34,16.1542,71.0027,19259000,13 - 15,Priced Below Range,Technology,Software,Medical Information Sys
3636,TRISU US,Tri-S Security Corp,,,,12.42,3.035,6,-0.833333314,18.21,2/9/2005,895578201,,12.42,3.035,,,5.50 - 6.25,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Protection-Safety
3637,TRIV US,TriVascular Technologies Inc,63,-180.4,-61.8,89.7,20.3042,12,14.91666698,243.65,4/16/2014,89685A102,-3.6,89.7,20.3042,,,13 - 15,Priced Below Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products
3638,TRMT US,Tremont Mortgage Trust,47.5,71.1,2.4,50,3.1001,20,-13.55000019,62.002,9/14/2017,894789106,0.7,50,3.1001,,,20 - 20,Priced Within Range,Financial,REITS,REITS-Diversified
3639,TRNE/U US,Desktop Metal Inc,582.5,-213.8,-47.4,300.15,30.015,10,0,300.15,3/15/2019,89628U207,-0.5,300.15,30.015,0.0152404,5718,10-Oct,Priced Within Range,Technology,Computers,Computers-Other
3640,TRNO US,Terreno Realty Corp,18.7,39.3,6.1,175,15.6245,20,-6.75,312.49,2/10/2010,88146M101,1.8,175,15.6245,117.215,89161900,20 - 20,Priced Within Range,Financial,REITS,REITS-Warehouse/Industr
3641,TRS US,TriMas Corp,11.3,6.6,4.7,139.15,33.4095,11,6.818181992,367.5,5/18/2007,896215209,3.1,139.15,33.4095,116.099,48720700,13-Nov,Priced Within Range,Industrial,Packaging&Containers,Containers-Paper/Plastic
3642,TRTX US,TPG RE Finance Trust Inc,-15.3,57.5,-0.9,233,60.1265,20,-2.099999905,1202.53,7/20/2017,87266M107,1.7,233,60.1265,75.3177,58300900,20 - 21,Priced Within Range,Financial,REITS,REITS-Mortgage
3643,TRU US,TransUnion,16.9,46.8,12.8,764.489,182.22,22.5,12.88888931,4099.95,6/25/2015,89400J107,4.2,764.489,182.22,104.779,201909000,21 - 23,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance
3644,TRUE US,TrueCar Inc,-16.8,-16.5,-34.3,80.4717,72.2046,9,11.77777767,649.84,5/16/2014,89785L107,0.1,80.4717,72.2046,104.102,91728000,14-Dec,Priced Below Range,Communications,Internet,E-Commerce/Services
3645,TRUP US,Trupanion Inc,39.2,-5,-7,81.938,27.6278,10,14,265.59,7/18/2014,898202106,0.1,81.938,27.6278,118.151,48304600,13 - 15,Priced Below Range,Financial,Insurance,Life/Health Insurance
3646,TRVI US,Trevi Therapeutics Inc,,,-51.6,55,17.7718,10,-21.10000038,177.718,5/7/2019,89532M101,-1.2,55,17.7718,88.6198,53103600,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics
3647,TRVN US,Trevena Inc,-81.5,-9098.4,-84.9,66.6428,26.0048,7,-7.142857075,182.03,1/31/2014,8.95E+212,-7.6,66.6428,26.0048,0.45051,782474,,,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
3648,TRW US,ZF TRW Automotive Holdings Cor,0.6,1.6,3.9,675.861,98.9143,28,-3.214285612,2769.6,2/3/2004,87264S106,8.5,675.861,98.9143,0.0030192,3500,28 - 30,Priced Within Range,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig
3649,TRXAQ US,Tronox Inc/Old,0.3,-7.4,-7.6,244.72,22.8894,14,2.142857075,320.45,11/22/2005,897051108,2.3,244.72,22.8894,,,14 - 16,Priced Within Range,Basic Materials,Chemicals,Chemicals-Specialty
3650,TRXI US,TRX Inc,-12.9,2.6,14.2,61.2,17.6569,9,0,158.91,9/27/2005,898452107,0.2,61.2,17.6569,,,10-Sep,Priced Within Range,Technology,Software,Applications Software
3651,TSC US,TriState Capital Holdings Inc,5.7,32.8,0.6,75.3825,28.6778,11.5,9.478260994,329.79,5/9/2013,89678F100,3.3,75.3825,28.6778,29.6902,9986860,10.50 - 12.50,Priced Within Range,Financial,Banks,Commer Banks-Eastern US
3652,TSHA US,Taysha Gene Therapies Inc,,,-96.6,181,35.7018,20,20.29999924,714.036,9/24/2020,877619106,-3.1,181,35.7018,31.0614,19395500,18 - 20,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3653,TSIAU US,Latch Inc,129,-402.1,-48.1,300,30,10,0,0,11/10/2020,87284T209,-1.2,300,30,15.413,4623900,10-Oct,Priced Within Range,Technology,Software,Applications Software
3654,TSLA US,Tesla Inc,70.6,10.2,16.9,260.015,95.104,17,40.52941132,1616.77,6/29/2010,88160R101,3.8,260.015,95.104,45.2653,1429370000,14 - 16,Priced Above Range,"Consumer, Cyclical",Auto Manufacturers,Auto-Cars/Light Trucks
3655,TSLX US,Sixth Street Specialty Lending,6.2,73.8,3.9,128.8,52.9377,16,0,847,3/21/2014,83012A109,0.0339756,128.8,52.9377,52.7292,42701800,16 - 17,Priced Within Range,Financial,Investment Companies,Investment Companies
3656,TSQ US,Townsquare Media Inc,12.5,4,2.8,98.1563,9.3572,11,-6.818181992,102.93,7/24/2014,892231101,3.6,98.1563,9.3572,75.5633,9796270,14 - 16,Priced Below Range,Communications,Media,Radio
3657,TSRE US,Trade Street Residential Inc,96.3,-49.8,-2.2,159.467,10.9179,13,-1.153846145,141.93,12/16/2004,89255N203,0.4,159.467,10.9179,,,14 - 16,Priced Below Range,Financial,REITS,REITS-Apartments
3658,TSRO US,TESARO Inc,284.9,-222.1,-92.8,86.8077,27.1007,13.5,1.407407403,365.86,6/28/2012,881569107,-7.4,86.8077,27.1007,0.4014,221040,15-Dec,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
3659,TSRX US,Trius Therapeutics LLC,-33.7,-198.3,-81.5,53.75,24.3046,5,0,121.52,8/3/2010,89685K100,-1.3,53.75,24.3046,,,5-May,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3660,TSYS US,TeleCommunication Systems Inc,-0.6,-0.4,1,79.9,12.3366,17,47.05882263,209.72,8/8/2000,87929J103,-0.1,79.9,12.3366,0.116656,67640,15 - 17,Priced Within Range,Communications,Internet,Internet Telephony
3661,TTD US,Trade Desk Inc/The,43.1,11.5,-0.2,96.6006,0,18,67.22222137,0,9/21/2016,88339J105,0.7,96.6006,0,87.8597,391229000,14 - 16,Priced Above Range,Communications,Advertising,Advertising Services
3662,TTGT US,TechTarget Inc,77.5,0.3,2.1,115.115,39.0595,13,13.76923084,507.77,5/16/2007,87874R100,2.8,115.115,39.0595,104.562,30661300,14-Dec,Priced Within Range,Communications,Internet,Internet Content-Info/Ne
3663,TTMI US,TTM Technologies Inc,6.8,2.4,3,120,35.55,16,30.859375,568.8,9/21/2000,87305R109,1.6,120,35.55,106.571,108922000,13 - 15,Priced Above Range,Industrial,Electronics,Circuit Boards
3664,TTOO US,T2 Biosystems Inc,54.7,-175.5,-102.3,65.78,19.977,11,30.18181801,219.75,8/7/2014,89853L203,-12.2,65.78,19.977,6.95881,509322,15 - 17,Priced Below Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products
3665,TTP US,Tortoise Pipeline & Energy Fun,,,,250,0,25,-0.400000006,0,10/27/2011,89148H207,,250,0,50.0081,1115180,25 - 25,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
3666,TTPH US,Tetraphase Pharmaceuticals Inc,-60.9,-950.1,-85.4,80.5846,19.868,7,0,139.08,3/20/2013,88165N204,-20.7,80.5846,19.868,20.1234,1461610,10-Aug,Priced Below Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
3667,TTSPU US,Transtech Services Partners In,,,-0.4,41.4,0,8,0.25,0,5/24/2007,89388R204,0.1,41.4,0,,,8-Aug,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3668,TUBE US,TubeMogul Inc,58.1,-7.6,-10,50.3125,29.6235,7,64.2857132,207.36,7/18/2014,898570106,-0.6,50.3125,29.6235,,,8-Jul,Priced Within Range,Technology,Software,Enterprise Software/Serv
3669,TUMI US,Tumi Holdings Inc,3.8,11.5,9.8,388.744,67.8667,18,47.22222137,1221.6,4/19/2012,89969Q104,1.2,388.744,67.8667,,,15 - 17,Priced Above Range,"Consumer, Non-cyclical",Household Products/Wares,Consumer Products-Misc
3670,TUNE US,Microtune Inc,,,-1.3,64,37.6051,16,88.28125,601.68,8/4/2000,59514P109,,64,37.6051,,,13 - 15,Priced Above Range,Technology,Semiconductors,Electronic Compo-Semicon
3671,TUSK US,Mammoth Energy Services Inc,-26.8,-44.3,-2.5,116.25,37.5,15,-11.60000038,562.5,10/14/2016,56155L108,-0.4,116.25,37.5,79.1832,37463400,15 - 18,Priced Within Range,Energy,Oil&Gas Services,Oil-Field Services
3672,TUX/U US,Trian Acquisition I Corp,,-80.9,0.1,920,0,10,0.400000006,0,1/24/2008,8.96E+211,0.00687569,920,0,,,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3673,TVACU US,Inspirato Inc,,,-2.7,172.5,17.25,10,3.799999952,172.5,12/11/2020,88332T209,-0.0523754,172.5,17.25,27.6725,4773500,10-Oct,Priced Within Range,Communications,Internet,E-Commerce/Services
3674,TVH/U US,Media & Entertainment Holdings,,,0.8,99.36,0,8,0,0,3/9/2007,58439W207,0.2,99.36,0,,,8-Aug,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3675,TVIAQ US,TerraVia Holdings Inc,-19.1,-549.4,-63.6,227.183,57.7391,18,15.05555534,1039.3,5/27/2011,88105A106,-0.7,227.183,57.7391,0.00478096,5178,15 - 17,Priced Above Range,"Consumer, Non-cyclical",Food,Food-Misc/Diversified
3676,TW US,Tradeweb Markets Inc,20.5,21,4.4,1242,46,27,32.62963104,1242,4/4/2019,892672106,2.8,1242,46,112.784,125278000,24 - 26,Priced Above Range,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr
3677,TWCTU US,TWC Tech Holdings II Corp,,,,600,60.375,10,0.699999988,603.75,9/11/2020,90117G204,,600,60.375,0.189302,113581,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3678,TWLL US,Techwell Inc,-6.6,5.5,4.2,50.67,20.0753,9,-2.777777672,180.68,6/21/2006,87874D101,0.7,50.67,20.0753,,,13-Nov,Priced Below Range,Technology,Semiconductors,Semicon Compo-Intg Circu
3679,TWLO US,Twilio Inc,61.3,-33.4,-10.3,172.5,11.5,15,91.93333435,1233,6/23/2016,90138F102,-0.3,172.5,11.5,90.6109,158137000,14-Dec,Priced Above Range,Technology,Software,Computer Software
3680,TWND/U US,Tailwind Acquisition Corp,,,5.3,300,30,10,0,300,9/4/2020,87403Q201,-0.0418677,300,30,0.302511,101104,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
3681,TWOU US,2U Inc,22.1,-20.6,-19.1,133.074,40.1915,13,7.538461685,522.49,3/28/2014,90214J101,-0.2,133.074,40.1915,126.539,98960100,13-Nov,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Schools
3682,TWPG US,Thomas Weisel Partners Group I,,,-18.8,103.5,22.1309,15,32.66666794,331.96,2/2/2006,884481102,,103.5,22.1309,,,13 - 15,Priced Within Range,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv
3683,TWST US,Twist Bioscience Corp,46.8,-114.9,-24.4,80.5,27.36,14,0,383.04,10/31/2018,90184D100,-2.3,80.5,27.36,115.266,64968000,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3684,TWTR US,Twitter Inc,36.6,-4.3,-0.7,2093,555.197,26,72.69230652,14435.1,11/7/2013,90184L102,0.7,2093,555.197,67.0685,513239000,23 - 25,Priced Above Range,Communications,Internet,Internet Content-Entmnt
3685,TXG US,10X Genomics Inc,64.1,-11.8,-16.8,448.5,19.5954,39,35.25640869,764.221,9/12/2019,88025U109,-0.1,448.5,19.5954,104.684,100074000,36 - 38,Priced Above Range,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Equipment
3686,TXICU US,Tongxin International Ltd,-12,2.2,7,40.2504,6.3803,8,17.5,51.0424,4/12/2006,N.A.,1.1,40.2504,6.3803,,,8-Aug,Priced Within Range,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig
3687,TXRH US,Texas Roadhouse Inc,44.4,7,10.9,182.366,30.5229,17.5,28.34285736,534.15,10/5/2004,882681109,6.7,182.366,30.5229,106.339,71156800,15 - 17,Priced Above Range,"Consumer, Cyclical",Retail,Retail-Restaurants
3688,TXTR US,Textura Corp,37.7,-19.1,-8.4,86.25,22.7116,15,39.40000153,340.67,6/7/2013,883211104,0.7,86.25,22.7116,,,13 - 15,Priced Within Range,Communications,Internet,Internet Applic Sftwr
3689,TYG US,Tortoise Energy Infrastructure,,,,315,25,25,0,625,2/25/2004,89147L886,,315,25,39.6636,4731860,25 - 25,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
3690,TYN US,Tortoise North American Energy,,,,115,0,25,-2,0,10/26/2005,89147T103,,115,0,,,25 - 25,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
3691,TYPE US,Monotype Imaging Holdings Inc,4.6,4.9,5,144.713,34.0587,12,0.416666657,408.7,7/25/2007,61022P100,0.5,144.713,34.0587,13.474,5566880,13 - 15,Priced Below Range,Technology,Software,Computer Graphics
3692,TYW US,TS&W/Claymore Tax-Advantaged B,,,,231,0,15,0,0,4/28/2004,87280R108,,231,0,,,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
3693,TYY US,Tortoise Energy Capital Corp,,,,350,0,25,0,0,5/26/2005,89147U100,,350,0,,,25 - 25,Priced Within Range,Financial,Investment Companies,Investment Companies
3694,TZACU US,Reviva Pharmaceuticals Holding,,,,63.25,0,10,0.300000012,0,8/21/2018,N.A.,,63.25,0,3.52059,270000,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3695,U US,Unity Software Inc,43.7,-47.9,-17.5,1495,267.117,52,31.44230843,13890.1,9/18/2020,91332U101,-0.3,1495,267.117,60.6154,250463000,44 - 48,Priced Above Range,Technology,Software,Entertainment Software
3696,UAA US,Under Armour Inc,0.7,3.8,,181.254,31.1767,13,94.61538696,405.3,11/18/2005,904311107,1.3,181.254,31.1767,92.2215,174012000,12-Oct,Priced Above Range,"Consumer, Cyclical",Apparel,Apparel Manufacturers
3697,UAN US,CVR Partners LP,52.1,14.6,23.5,353.28,73,16,9.6875,1168,4/8/2011,126633205,17.6,353.28,73,31.9439,3376360,14-Dec,Priced Above Range,Basic Materials,Chemicals,Agricultural Chemicals
3698,UAPH US,UAP Holding Corp,19.5,2.3,4.7,504.85,50.3733,16,2,805.97,11/23/2004,903441103,-0.3,504.85,50.3733,0.00339971,1800,15 - 17,Priced Within Range,Basic Materials,Chemicals,Agricultural Chemicals
3699,UAXSQ US,Universal Access Global Holdin,-30.5,-32.6,,154,84.8093,14,164.2857208,1187.33,3/16/2000,91336M204,-1.6,154,84.8093,0.00048,48,13-Nov,Priced Above Range,Communications,Telecommunications,Networking Products
3700,UBER US,Uber Technologies Inc,56.7,-2.8,-26,8100,1682.52,45,-7.622222424,75713.4,5/10/2019,90353T100,-0.2,8100,1682.52,81.4197,1623840000,44 - 50,Priced Within Range,Communications,Internet,E-Commerce/Services
3701,UBNK US,United Financial Bancorp Inc,14.3,26.2,0.4,83.5705,0,10,4.800000191,0,5/23/2005,910304104,2.1,83.5705,0,1.66097,845181,10-Oct,Priced Within Range,Financial,Savings&Loans,S&L/Thrifts-Eastern US
3702,UBPSU US,NCR Payment Solutions Corp,34.9,-4,-0.6,72,15,6,0,90,5/10/2011,913384202,0.1,72,15,,,6-Jun,Priced Within Range,Financial,Diversified Finan Serv,Finance-Credit Card
3703,UBX US,UNITY Biotechnology Inc,,-1269.3,-50.6,85,41.9035,17,-2.058823586,712.36,5/3/2018,91381U200,-8,85,41.9035,52.5071,7451970,16 - 18,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
3704,UCP US,UCP Inc,25.3,2.6,2.5,116.25,7.75,15,-6.666666508,116.25,7/18/2013,90265Y106,0.5,116.25,7.75,0.00671578,535,15 - 17,Priced Within Range,"Consumer, Cyclical",Home Builders,Bldg-Residential/Commer
3705,UCTT US,Ultra Clean Holdings Inc,50.2,5.6,2.9,47.0424,16.2454,7,7.142857075,113.72,3/25/2004,90385V107,4.8,47.0424,16.2454,89.5426,40738900,7.50 - 7.50,Priced Below Range,Technology,Semiconductors,Semiconductor Equipment
