,Date,Company Name,Ticker,Sector,Price ($),Size (M),1,2,3,Rank,Turnover,Gain,Year
285,Jul 28,Duolingo Inc.,DUOL,Technology,102.0,5.0,GS,ALLN,,,56.6%,31.6%,2021
286,Jul 28,DA32 Life Science Tech Acquisition Corp.,DALS,Finance,10.0,20.0,JPM,COWN,,,19.4%,-1.6%,2021
287,Jul 29,Traeger Inc. (TGPX Holdings I LLC),COOK,Basic-Industries,18.0,23.0,MS,JEFF,BARD,,58%,22.2%,2021
288,Jul 29,,,,10.0,20.0,JEFF,,,,21.3%,0%,2021
289,Jul 29,Robinhood Markets Inc.,HOOD,Finance,38.0,55.0,GS,JPM,BRCL,,186.3%,-8.4%,2021
290,Jul 29,Riskified Ltd.,RSKD,Technology,21.0,17.0,GS,JPM,CS,,60.1%,23.8%,2021
291,Jul 29,Rallybio Corp.,RLYB,Health-Care,13.0,6.0,JEFF,COWN,EVCR,,10.8%,8.5%,2021
292,Jul 29,Nuvalent Inc.,NUVL,Health-Care,17.0,9.0,JPM,COWN,PPRJ,,23.9%,10.3%,2021
293,Jul 29,Icosavax Inc.,ICVX,Health-Care,15.0,12.0,JEFF,COWN,EVCR,,25.9%,133.1%,2021
294,Jul 30,Tenaya Therapeutics Inc.,TNYA,Health-Care,15.0,12.0,MS,COWN,PS,,17.1%,2.3%,2021
295,Jul 30,RxSight Inc.,RXST,Health-Care,16.0,7.0,JPM,BAML,SVB,,34.8%,0%,2021
296,Jul 30,Rani Therapeutics Holdings Inc.,RANI,Health-Care,11.0,6.0,BAML,Stifel,CNTR,,14.6%,0%,2021
297,Jul 30,Omega Therapeutics Inc.,OMGA,Health-Care,17.0,7.0,GS,JEFF,PS,,15.8%,-5.9%,2021
298,Jul 30,IN8bio Inc.,INAB,Health-Care,10.0,4.0,,,,,37.9%,0%,2021
299,Jul 30,Immuneering Corp.,IMRX,Health-Care,15.0,7.0,MS,JEFF,COWN,,12.6%,17.3%,2021
300,Jul 30,Dole plc,DOLE,Consumer-Non-Durables,16.0,25.0,GS,DB,BAML,,33.4%,-9.4%,2021
301,Aug 5,Weber Inc.,WEBR,Basic-Industries,14.0,17.0,GS,BAML,JPM,,53.4%,17.9%,2021
302,Aug 5,Orange County Bancorp Inc.,OBT,Finance,33.5,1.0,PS,STPH,,,27.3%,1.8%,2021
303,Aug 5,European Wax Center Inc.,EWCZ,Consumer-Services,17.0,10.0,MS,BAML,JEFF,,43.1%,25.8%,2021
304,Aug 6,Adagio Therapeutics Inc.,ADGI,Health-Care,17.0,18.0,MS,JEFF,Stifel,,17.8%,22.8%,2021
305,Aug 10,Eliem Therapeutics Inc.,ELYM,Health-Care,12.5,6.0,SVB,EVCR,Stifel,,23.8%,27.2%,2021
306,Aug 12,Southern States Bancshares Inc.,SSBK,Finance,19.0,2.0,KBW,TS,,,36.8%,4.1%,2021
307,Aug 24,IPSIDY Inc.,AUID,Technology,7.0,1.0,BOTD,,,,18.6%,5.7%,2021
308,Sep 15,Tyra Biosciences Inc.,TYRA,Health-Care,16.0,10.0,BAML,JEFF,COWN,,13.9%,62.5%,2021
309,Aug 26,Biotricity Inc.,BTCY,Health-Care,3.0,5.0,HCW,,,,31.5%,-3%,2021
310,Sep 14,Sportradar Group AG,SRAD,Technology,27.0,19.0,JPM,MS,CITI,,67470526.3%,-7.2%,2021
311,Aug 31,Focus Universal Inc.,FCUV,Technology,5.0,2.0,BOTD,,,,71.6%,2%,2021
312,Aug 31,DoubleDown Interactive Co. Ltd.,DDI,Technology,18.0,6.0,,,,,60.6%,-1.4%,2021
313,Sep 15,Thoughtworks Holding Inc. (Turing Holding),TWKS,Technology,21.0,36.0,GS,JPM,CS,,33.5%,40%,2021
314,Sep 15,PROCEPT BioRobotics Corporation,PRCT,Health-Care,25.0,6.0,BAML,GS,,,66.9%,67.8%,2021
315,Sep 15,On Holding AG,ONON,Miscellaneous,24.0,31.0,GS,MS,JPM,,44.3%,45.8%,2021
316,Sep 15,EzFill Holdings Inc.,EZFL,Energy,4.0,6.0,TEq,,,,206.4%,13.5%,2021
317,Sep 15,Dutch Bros Inc.,BROS,Consumer-Non-Durables,23.0,21.0,BAML,JPM,JEFF,,74.2%,59.5%,2021
318,Sep 15,DICE Therapeutics Inc.,DICE,Health-Care,17.0,12.0,BAML,SVB,EVCR,,12.2%,117%,2021
319,Sep 15,Definitive Healthcare Corp.,DH,Technology,27.0,15.0,GS,JPM,MS,,50.3%,60.3%,2021
320,Sep 15,Aesther Healthcare Acquisition Corp.,AEHAU,Finance,10.0,10.0,EF,,,,0%,-100%,2021
321,Sep 16,ForgeRock Inc.,FORG,Technology,25.0,11.0,MS,JPM,DB,,95.3%,46%,2021
322,Sep 16,Enact Holdings Inc. (formerly Genworth Mortgage Holdings Inc.),ACT,Finance,19.0,13.0,GS,JPM,BAML,,25.7%,7.8%,2021
323,Sep 22,VersaBank,VBNK,Finance,10.0,5.0,RAYJ,,,,10%,5%,2021
324,Sep 22,Toast Inc.,TOST,Technology,40.0,21.0,GS,MS,JPM,,65.3%,56.3%,2021
325,Sep 22,Freshworks Inc.,FRSH,Technology,36.0,28.0,MS,JPM,BAML,,68.8%,32.1%,2021
326,Sep 22,a.k.a. Brands Holding Corp.,AKA,Consumer-Non-Durables,11.0,10.0,BAML,CS,JEFF,,74%,-9.2%,2021
327,Sep 23,Sterling Check Corp.,STER,Technology,23.0,14.0,GS,JPM,MS,,51%,17%,2021
328,Sep 23,Sovos Brands Inc.,SOVO,Consumer-Non-Durables,12.0,23.0,JT,GS,BAML,,33.9%,12.7%,2021
329,Sep 23,Remitly Global Inc.,RELY,Technology,43.0,12.0,GS,JPM,BRCL,,80.4%,12.7%,2021
330,Sep 23,ENGAGESMART Inc.,ESMT,Technology,26.0,14.0,JPM,GS,BAML,,0%,-100%,2021
331,Sep 23,Brilliant Earth Group Inc.,BRLT,Basic-Industries,12.0,8.0,JPM,CS,JEFF,,95.5%,42.7%,2021
332,Sep 23,Argo Blockchain Plc,ARBK,Technology,15.0,7.0,JEFF,BRCL,CNCD,,125.6%,11.7%,2021
333,Sep 24,CUE Health Inc.,HLTH,Health-Care,16.0,12.0,GS,MS,COWN,,87.8%,25%,2021
334,Sep 24,Clearwater Analytics Holdings Inc.,CWAN,Technology,18.0,30.0,GS,JPM,MS,,39.5%,40.9%,2021
335,Sep 28,Amplitude Inc.,AMPL,Technology,50.0,35.0,MS,BAML,CITI,,32.6%,9.6%,2021
336,Sep 29,Warby Parker Inc.,WRBY,Consumer Services,40.0,77.0,GS,MS,ALLN,,6.9%,32.6%,2021
337,Sep 29,,,,10.0,25.0,BAML,GS,ALLN,,11%,11.5%,2021
338,Sep 29,Hennessy Capital Investment Corp. VI,HCVIU,Finance,10.0,30.0,BRCL,CITI,,,34.8%,-0.1%,2021
339,Sep 30,Olaplex Holdings Inc.,OLPX,Consumer-Services,21.0,73.0,GS,JPM,MS,,49.9%,16.7%,2021
340,Oct 1,TDCX Inc.,TDCX,Technology,18.0,19.0,GS,CS,,,38.6%,5.9%,2021
341,Oct 1,First Watch Restaurant Group Inc.,FWRG,Consumer-Non-Durables,18.0,9.0,BAML,GS,JEFF,,36.8%,22.9%,2021
342,Oct 1,Exscientia plc,EXAI,Health-Care,22.0,13.0,GS,MS,BAML,,43.4%,23.2%,2021
343,Oct 6,Volcon Inc.,VLCN,Transportation,5.5,3.0,AGIS,,,,237.1%,97.5%,2021
344,Oct 6,,,,123.1,3.0,GS,CS,JPM,,39.3%,5.4%,2021
345,Oct 7,THESEUS Pharmaceuticals Inc.,THRX,Health-Care,16.0,10.0,JEFF,SVB,CNTR,,38.9%,16.1%,2021
346,Oct 7,Life Time Group Holdings Inc.,LTH,Consumer-Services,18.0,39.0,GS,MS,BAML,,31.2%,-1.4%,2021
347,Oct 8,Pyxis Oncology Inc.,PYXS,Health-Care,16.0,10.0,BAML,JEFF,CS,,40.5%,-17.5%,2021
348,Oct 8,IsoPlexis Corp.,ISO,Health-Care,15.0,8.0,MS,COWN,EVCR,,47%,-23.2%,2021
349,Oct 8,Cognition Therapeutics Inc.,CGTX,Health-Care,12.0,3.0,,OPPN,,,75%,6.4%,2021
350,Oct 13,Healthcare Triangle Inc.,HCTI,Technology,4.0,3.0,EF,,,,309.7%,-10.3%,2021
351,Oct 13,AvidXchange Holdings Inc.,AVDX,Technology,25.0,26.0,GS,JPM,BAML,,52.3%,-0.2%,2021
352,Oct 14,Lucid Diagnostics Inc.,LUCD,Health-Care,14.0,5.0,CNTR,CNCD,,,100.3%,-16%,2021
353,Oct 14,IHS Holding Limited,IHS,Basic-Industries,21.0,18.0,GS,JPM,CITI,,59.5%,-19%,2021
354,Oct 14,GitLab Inc.,GTLB,Technology,77.0,10.0,GS,JPM,BAML,,47.6%,49.4%,2021
355,Oct 15,Paragon 28 Inc.,FNA,Health-Care,16.0,7.0,BAML,PPRJ,,,55.7%,13.6%,2021
356,Oct 15,MiNK Therapeutics Inc.,INKT,Health-Care,12.0,3.0,EVCR,WB,,,21.5%,0%,2021
357,Oct 20,Stronghold Digital Mining Inc.,SDIG,Technology,19.0,6.0,,COWN,Tudor,,132.7%,52.1%,2021
358,Oct 20,Cyngn Inc.,CYN,Technology,7.5,3.0,AGIS,,,,48.2%,-1.3%,2021
359,Oct 20,Context Therapeutics Inc.,CNTX,Health-Care,5.0,5.0,TEq,,,,223.7%,2%,2021
360,Oct 20,Ventyx Biosciences Inc.,VTYX,Health-Care,16.0,9.0,JEFF,EVCR,PPRJ,,17.9%,31.4%,2021
361,Oct 21,The Vita Coco Company Inc.,COCO,Consumer-Non-Durables,15.0,11.0,GS,BAML,CS,,84%,-9.9%,2021
362,Oct 21,Runway Growth Finance Corp.,RWAY,Finance,14.6,6.0,JPM,MS,WLFG,,38.2%,-11.6%,2021
363,Oct 21,Portillo’s Inc.,PTLO,Consumer-Services,20.0,20.0,JEFF,MS,BAML,,83.1%,45.5%,2021
364,Oct 21,P10 Inc.,PX,Finance,12.0,20.0,MS,JPM,BRCL,,30.4%,0.7%,2021
365,Oct 21,Enfusion Inc.,ENFN,Technology,17.0,18.0,MS,GS,BAML,,70.5%,16.5%,2021
366,Oct 22,Xilio Therapeutics Inc.,XLO,Health-Care,16.0,7.0,MS,COWN,GGNH,,19.2%,0%,2021
367,Oct 22,Minerva Surgical Inc.,UTRS,Health-Care,12.0,6.0,JPM,PS,UBS,,56.8%,-25%,2021
368,Oct 22,Aris Water Solutions Inc.,ARIS,Energy,13.0,17.0,GS,CITI,JPM,,24%,10%,2021
369,Oct 26,Augmedix Inc.,AUGX,Technology,4.0,10.0,WB,,,,15.2%,-12.5%,2021
370,Oct 27,Rent the Runway Inc.,RENT,Consumer-Services,21.0,17.0,GS,MS,BRCL,,54%,-8.1%,2021
371,Oct 27,MARPAI Inc.,MRAI,Finance,4.0,6.0,TEq,,,,164.2%,18.8%,2021
372,Oct 27,Informatica Inc.,INFA,Technology,29.0,29.0,GS,JPM,CITI,,36.3%,0%,2021
373,Oct 27,Arteris Inc.,AIP,Technology,14.0,5.0,JEFF,COWN,BMO,,37.2%,30%,2021
374,Oct 28,Solo Brands Inc.,DTC,Consumer-Services,17.0,12.0,BAML,JPM,JEFF,,81.2%,3.6%,2021
375,Oct 28,GLOBALFOUNDRIES Inc.,GFS,Technology,47.0,55.0,MS,BAML,JPM,,33.9%,-1.3%,2021
376,Oct 28,Fluence Energy Inc.,FLNC,Energy,28.0,31.0,JPM,MS,BRCL,,8.9%,27%,2021
377,Oct 29,Udemy Inc.,UDMY,Consumer-Services,29.0,14.0,MS,JPM,CITI,,52.4%,-5.2%,2021
378,Oct 29,Sonendo Inc.,SONX,Health-Care,12.0,7.0,BAML,GS,PS,,41.3%,-23.3%,2021
379,Oct 29,HireRight Holdings Corp.,HRT,Miscellaneous,19.0,22.0,CS,GS,BRCL,,40%,-9.2%,2021
380,Oct 29,Entrada Therapeutics Inc.,TRDA,Health-Care,20.0,9.0,CS,GS,BRCL,,11.8%,19.8%,2021
381,Oct 29,Aura Biosciences Inc.,AURA,Health-Care,14.0,5.0,COWN,SVB,EVCR,,29.1%,5.7%,2021
382,Oct 29,Airsculpt Technologies Inc.,AIRS,Health-Care,11.0,7.0,MS,PS,SVB,,79.3%,44.5%,2021
383,Nov 1,LianBio,LIAN,Health-Care,16.0,20.0,GS,JEFF,BAML,,12%,-14.4%,2021
384,Nov 3,,,,18.7,5.0,MS,JPM,GS,,58.9%,-8.8%,2021
385,Nov 3,Allbirds Inc.,BIRD,Basic Industries,15.0,20.0,MS,JPM,BAML,,189.7%,92.6%,2021
386,Nov 4,Spindletop Health Acquisition Corp.,SHCAU,Finance,10.0,20.0,BRCL,Stifel,,,90.5%,0.6%,2021
387,Nov 4,NerdWallet Inc.,NRDS,Technology,18.0,7.0,MS,KEYB,BAML,,196.7%,57.2%,2021
388,Nov 4,MDxHEALTH SA,MDXH,Health-Care,12.0,3.0,PS,OPPN,BTIG,,23.2%,0%,2021
389,Nov 4,Evotec SE,EVO,Health-Care,21.8,20.0,BAML,MS,CITI,,20.5%,1.1%,2021
390,Nov 4,Cadre Holdings Inc.,CDRE,Basic-Industries,13.0,6.0,Stifel,RAYJ,,,27.9%,17.6%,2021
391,Nov 4,Arhaus Inc.,ARHS,Consumer-Services,13.0,12.0,BAML,JEFF,MS,,44.9%,-1.5%,2021
392,Nov 5,The Real Good Food Company Inc.,RGF,Consumer-Services,12.0,5.0,JEFF,WB,TS,,55.9%,-4.6%,2021
393,Nov 5,MAINZ BIOMED B.V.,MYNZ,Health-Care,5.0,2.0,BOTD,,,,260.4%,99.8%,2021
394,Nov 5,IO Biotech Inc.,IOBT,Health-Care,14.0,7.0,MS,JEFF,COWN,,24.6%,11.8%,2021
395,Nov 5,Cian PLC,CIAN,Technology,16.0,18.0,MS,GS,JPM,,29.7%,10.1%,2021
396,Nov 9,Third Coast Banchares Inc.,TCBX,Finance,25.0,3.0,STPH,PS,DB,,29.1%,0%,2021
397,Nov 9,Society Pass Inc.,SOPA,Technology,9.0,2.0,MXIM,,,,117.8%,436.7%,2021
398,Nov 9,Hertz Global Holdings Inc,HTZ,Consumer-Services,29.0,44.0,GS,JPM,MS,,61.2%,-9.8%,2021
399,Nov 10,Rivian Automotive Inc.,RIVN,Consumer-Services,78.0,153.0,MS,GS,JPM,,67.8%,29.1%,2021
400,Nov 10,Expensify Inc.,EXFY,Technology,27.0,9.0,JPM,CITI,BAML,,109.5%,52.1%,2021
401,Nov 10,CI&T Inc.,CINT,Miscellaneous,15.0,13.0,GS,CITI,JPM,,61.6%,20.8%,2021
402,Nov 11,Winc Inc.,WBEV,Consumer-Services,13.0,1.0,SPRT,RS,,,85.3%,-5.6%,2021
403,Nov 11,Weave Communications Inc.,WEAV,Technology,24.0,5.0,GS,BAML,CITI,,69.5%,-21.7%,2021
404,Nov 11,Vaxxinity Inc.,VAXX,Health-Care,13.0,6.0,BAML,JEFF,EVCR,,62.6%,27.3%,2021
405,Nov 11,TIVIC Health Systems Inc.,TIVC,Health-Care,5.0,2.0,TEq,,,,95.3%,3.8%,2021
406,Nov 11,Lulu’s Fashion Lounge Holdings Inc.,LVLU,Consumer-Services,16.0,5.0,GS,BAML,JEFF,,47.6%,-18.4%,2021
407,Nov 11,Kidpik Corp.,PIK,Consumer-Services,8.5,2.0,EF,,,,85.6%,0%,2021
408,Nov 11,BACKBLAZE Inc.,BLZE,Technology,16.0,6.0,OPPN,WB,RAYJ,,120.7%,24.4%,2021
409,Nov 12,Mynaric AG,MYNA,Technology,16.5,4.0,CS,JEFF,CNCD,,40.8%,16.7%,2021
410,Nov 12,Journey Medical Corporation,DERM,Health-Care,10.0,3.0,,,,,109.9%,-5%,2021
411,Nov 16,Energem Corp.,ENCPU,Finance,10.0,10.0,EF,,,,107.5%,1.2%,2021
412,Nov 17,USERTESTING INC.,USER,Technology,14.0,10.0,MS,JPM,,,57.8%,0.1%,2021
413,Nov 17,SONO Group N.V.,SEV,Capital-Goods,15.0,10.0,Berenberg,CHLM,,,543.8%,154.7%,2021
414,Nov 17,Iris Energy Limited,IREN,Finance,28.0,8.0,JPM,CNCD,CITI,,70.1%,-12.7%,2021
415,Nov 17,Braze Inc.,BRZE,Technology,65.0,8.0,GS,JPM,BRCL,,68%,43.7%,2021
416,Nov 18,Sweetgreen Inc.,SG,Consumer-Services,28.0,13.0,GS,JPM,ALLN,,88.4%,76.8%,2021
417,Nov 19,Snow Lake Resources Ltd.,LITM,Basic-Industries,7.5,3.0,TEq,,,,759%,73.3%,2021
418,Nov 19,FinWise Bancorp,FINW,Finance,10.5,3.0,PS,,,,44.6%,21.2%,2021
419,Nov 19,Crescera Capital Acquisition Corp.,CRECU,Finance,10.0,17.0,UBS,,,,103.5%,0.3%,2021
420,Dec 3,Bioplus Acquisition Corp.,BIOSU,Finance,10.0,20.0,CNTR,,,,71.4%,0.1%,2021
421,Dec 8,Chicago Atlantic Real Estate Finance Inc.,REFI,Finance,16.0,6.0,JMPS,CMPS,OPPN,,20%,-0.7%,2021
422,Dec 9,Nu Holdings Ltd.,NU,Finance,9.0,289.0,MS,GS,CITI,,31.2%,14.8%,2021
423,Dec 9,HashiCorp Inc.,HCP,Technology,80.0,15.0,MS,GS,JPM,,84.6%,6.5%,2021
424,Dec 14,Sidus Space Inc.,SIDU,Technology,5.0,3.0,BOTD,,,,88.3%,143.8%,2021
425,Dec 14,Fresh Vine Wine Inc.,VINE,Consumer-Non-Durables,10.0,2.0,BOTD,,,,56.7%,-29.5%,2021
426,Dec 15,Samsara Inc.,IOT,Technology,23.0,35.0,MS,GS,JPM,,36.2%,7.4%,2021
427,Dec 15,Genenta Science S.p.A.,GNTA,Health-Care,11.5,2.0,ROTH,MXIM,,,20.8%,-4.3%,2021
428,Dec 16,Immix Biopharma Inc.,IMMX,Health-Care,5.0,4.0,TEq,,,,48%,-26.6%,2021
429,Dec 16,Bionomics Limited,BNOX,Health-Care,12.4,1.0,,WB,CNTR,,11.3%,19.3%,2021
0,Aug 12,"CorpHousing Group, Inc.",CHG,Consumer Services,4.0,3.0,MXIM,,,,240.6%,-7.5%,2022
1,Jan 7,CinCor Pharma Inc.,CINC,Health-Care,16.0,12.0,MS,JEFF,EVCR,,23.2%,0%,2022
2,Jan 7,Amylyx Pharmaceuticals Inc.,AMLX,Health-Care,19.0,10.0,GS,LRNK,EVCR,,21.6%,-4.9%,2022
3,Jan 12,Hillstream Biopharma Inc.,HILS,Health-Care,4.0,3.0,TEq,,,,200.3%,-13%,2022
4,Jan 7,Vigil Neuroscience Inc.,VIGL,Health-Care,14.0,7.0,MS,JEFF,Stifel,,31.6%,-9.6%,2022
5,Jan 7,Hour Loop Inc.,HOUR,Consumer-Services,4.0,1.0,EF,,,,3345.8%,99.8%,2022
6,Jan 12,TPG Inc.,TPG,Finance,29.5,33.0,JPM,GS,MS,,44%,15.3%,2022
7,Jan 14,Yoshitsu Co. Ltd,TKLF,Consumer-Non-Durables,5.0,2.0,UnSec,,,,142.7%,540%,2022
8,Jan 14,Cerberus Cyber Sentinel Corp.,CISO,Technology,5.0,2.0,BOTD,,,,240.6%,8.4%,2022
9,Jan 27,Credo Technology Group Holding Ltd.,CRDO,Technology,10.0,20.0,GS,BAML,COWN,,26.9%,16.5%,2022
10,Feb 4,Silver Spike Investment Corp.,SSIC,Finance,14.0,6.0,Stifel,PPRJ,,,4.3%,0%,2022
11,Feb 4,Nuvectis Pharma Inc.,NVCT,Health-Care,5.0,3.0,HCW,,,,46.2%,-35%,2022
12,Feb 4,ARCELLX Inc.,ACLX,Health-Care,15.0,8.0,BAML,SVB,BRCL,,13.2%,12%,2022
13,Feb 10,Sky Technologies Corp. (SQL Technologies Corp.),SKYX,Technology,14.0,1.0,BNCH,,,,64.7%,-15.4%,2022
14,Feb 10,Heartcore Enterprises Inc.,HTCR,Technology,5.0,3.0,BOTD,,,,112.3%,-1%,2022
15,Feb 11,The Arena Group (aka theMaven Inc.),AREN,Technology,8.3,3.0,,,,,63.8%,0%,2022
16,Feb 11,Modiv Inc.,MDV,Finance,25.0,,,,,,0%,169%,2022
17,Feb 14,Vivakor Inc.,VIVK,Public-Utilities,5.0,1.0,EF,,,,66.9%,-7%,2022
18,Feb 16,Meihua International Medical Technologies Co. Ltd,MHUA,Health-Care,10.0,3.0,PNC,SS,,,37.4%,29.2%,2022
19,Feb 18,Blue Water Vaccines Inc.,BWV,Health-Care,9.0,2.0,BOTD,,,,6%,537.8%,2022
20,Mar 10,The Marygold Companies Inc. (aka Concierge Technologies Inc.),MGLD,Finance,2.0,1.0,MXIM,,,,612.4%,69.5%,2022
21,Mar 15,Akanda Corp.,AKAN,Health-Care,4.0,4.0,BOTD,,,,33.9%,162.5%,2022
22,Mar 25,AN2 Therapeutics Inc.,ANTX,Health-Care,15.0,4.0,COWN,SVB,EVCR,,30.2%,2.7%,2022
23,Apr 1,Expion360 Inc.,XPON,Basic Industries,7.0,2.0,AXND,,,,490.9%,13.3%,2022
24,Apr 12,Genius Group Limited,GNS,Consumer Services,6.0,3.0,BOTD,,,,36.6%,408.3%,2022
25,Apr 13,Excelerate Energy Inc.,EE,Energy,24.0,16.0,BRCL,JPM,MS,,74.4%,11.9%,2022
26,Apr 13,Applied Blockchain Inc.,APLD,Technology,5.0,8.0,,NDHM,CHLM,,39%,-3%,2022
27,Apr 22,JE Cleantech Holdings Limited,JCSE,Miscellaneous,4.0,3.0,VWTR,,,,32%,375%,2022
28,Apr 27,Tenon Medical Inc.,TNON,Health Care,5.0,3.0,BNCH,VCL,,,27.5%,350%,2022
29,Apr 27,Ostin Technology Group Co. Ltd.,OST,Capital Goods,4.0,3.0,PNC,SS,,,63.5%,891.5%,2022
30,Apr 29,HilleVax Inc.,HLVX,Health Care,17.0,11.0,JPM,SVB,Stifel,,19.9%,12.3%,2022
31,Apr 29,Belite Bio Inc.,BLTE,Health Care,6.0,6.0,BNCH,,,,57.1%,76.5%,2022
32,May 4,Austin Gold Corp.,AUST,Basic Industries,4.0,3.0,ROTH,,,,244.3%,9.3%,2022
33,May 6,Bausch + Lomb Corp.,BLCO,Health Care,18.0,35.0,MS,GS,CITI,,42.8%,11.1%,2022
34,May 11,"Hanover Bancorp, Inc./NY",HNVR,Finance,21.0,1.0,STPH,PPRJ,,,31.6%,0.5%,2022
35,May 13,ProFrac Holding Corp.,PFHC,Energy,18.0,16.0,JPM,PS,MS,,39.5%,0.6%,2022
36,May 13,"Actelis Networks, Inc.",ASNS,Consumer Durables,4.0,3.0,BOTD,,,,103.2%,-40%,2022
37,May 17,Visionary Education Technology Holdings Group Inc.,VEDU,Consumer Services,4.0,4.0,,,,,9.2%,525%,2022
38,May 17,"OKYO Pharma, Ltd.",OKYO,Health Care,4.0,0.0,TEq,,,,346.9%,-9.5%,2022
39,May 17,Bright Green Corp.,BGXX,Health Care,16.0,158.0,EF,,,,0.2%,57.9%,2022
40,May 24,"The Singing Machine Company, Inc.",MICS,Consumer Durables,4.0,1.0,AGIS,,,,113.8%,-31.3%,2022
41,Jun 1,,,,5.0,5.0,UnSec,VCL,,,23.4%,239.8%,2022
42,Jun 8,Phoenix Motor Inc.,PEV,Basic Industries,7.5,2.0,PNC,,,,91.4%,-45.9%,2022
43,Jun 15,Lytus Technologies Holdings Pvt. Ltd.,LYT,Consumer Services,4.8,2.0,SCS,PCS,,,23.7%,258.1%,2022
44,Jun 15,Connexa Sports Technologies Inc.,CNXA,Consumer Services,4.0,1.0,NLND,SCS,,,49%,-50.8%,2022
45,Jun 22,Golden Sun Education Group Limited,GSUN,Consumer Services,4.0,4.0,NONE,,,,11.5%,307.5%,2022
46,Jun 28,Ivanhoe Electric Inc.,IE,Basic Industries,11.8,14.0,BMO,JEFF,JPM,,36.2%,-8.1%,2022
47,Jul 12,Nano Labs Ltd.,,Technology,11.5,1.0,,MXIM,TB,,82.6%,4.8%,2022
48,Jul 13,Intelligent Living Application Group Inc.,ILAG,Consumer Durables,4.0,5.0,NONE,,,,140.4%,53%,2022
49,Jul 15,"AMTD Digital, Inc.",HKD,Finance,7.8,16.0,,,,,5%,256.4%,2022
50,Jul 19,WeTrade Group Inc.,WETG,Consumer Services,4.0,10.0,UnSec,,,,2.7%,403.8%,2022
51,Jul 21,Virax Biolabs Group Limited,VRAX,Health Care,5.0,1.0,BOTD,,,,35.7%,264%,2022
52,Jul 28,"MAIA Biotechnology, Inc.",MAIA,Health Care,5.0,2.0,TEq,,,,77.4%,-10.8%,2022
53,Jul 29,Mobile Global eSports Inc. (MOGO),MGAM,Consumer Services,4.0,1.0,WPRK,,,,1001.4%,179.8%,2022
54,Aug 3,1847 Holdings LLC,EFSH,Miscellaneous,4.2,1.0,RFL,,,,23.7%,-10.7%,2022
55,Aug 5,,,,4.0,5.0,NONE,,,,11.4%,2325%,2022
56,Aug 9,"Mill City Ventures III, Ltd.",MCVT,Finance,4.0,1.0,AXND,,,,43.6%,8%,2022
57,Aug 11,Treasure Global Inc.,TGL,Consumer Services,4.0,2.0,EF,,,,1233%,345%,2022
58,Aug 12,"Reborn Coffee, Inc.",REBN,Consumer Services,5.0,1.0,EF,,,,324%,-4%,2022
59,Aug 12,"Forza X1, Inc.",FRZA,Consumer Durables,5.0,3.0,TEq,,,,634.8%,49.8%,2022
60,Aug 17,Graphex Group Limited (GGL),GRFX,Basic Industries,2.5,4.0,EF,,,,80.1%,-12%,2022
61,Aug 18,GigaCloud Technology Inc,GCT,Technology,12.3,2.0,AGIS,,,,397.8%,28.1%,2022
62,Aug 23,Starbox Group Holdings Ltd.,STBX,Consumer Services,4.0,5.0,NONE,,,,442.1%,285%,2022
63,Aug 26,"PaxMedica, Inc.",PXMD,Health Care,5.3,1.0,,RFL,,,527.1%,-6.5%,2022
64,Aug 26,Jianzhi Education Technology Group Company Ltd.,JZ,Consumer Services,5.0,5.0,UnSec,,,,104.1%,275%,2022
65,Aug 30,"Hempacco Co., Inc.",HPCO,Consumer Non-Durables,6.0,1.0,BOTD,,,,452.2%,29.7%,2022
66,Aug 31,Addentax Group Corp.,ATXG,Basic Industries,5.0,5.0,NONE,,,,10.3%,13026.8%,2022
67,Sep 9,Yoshiharu Global Co.,YOSH,Consumer Services,4.0,2.0,EF,,,,714.8%,4.3%,2022
68,Sep 14,"LINKBANCORP, Inc.",LNKB,Finance,7.5,4.0,STPH,PS,,,17.3%,0.7%,2022
69,Sep 15,"Third Harmonic Bio, Inc.",THRD,Health Care,17.0,10.0,MS,JEFF,COWN,,19.2%,15.8%,2022
70,Sep 15,"Corebridge Financial, Inc. (SAFG Retirement Services)",CRBG,Finance,21.0,80.0,JPM,MS,PS,,6.2%,-2.4%,2022
71,Sep 16,"Know Labs, Inc.",KNW,Health Care,2.0,3.0,BOTD,,,,295.6%,5%,2022
72,Sep 22,"Loop Media, Inc.",LPTV,Miscellaneous,5.0,2.0,ROTH,,,,45.6%,-1%,2022
73,Sep 30,Laser Photonics Corp.,LASE,Basic Industries,5.0,3.0,AXND,,,,233.4%,-48.4%,2022
74,Oct 13,"Castellum, Inc.",CTM,Miscellaneous,2.0,1.0,EF,,,,109.3%,-40%,2022
75,Oct 20,"Prime Medicine, Inc.",PRME,Health Care,17.0,10.0,JPM,GS,MS,,27%,-9.6%,2022
76,Oct 26,Mobile Global eSports Inc. (MOGO),MGAM,Consumer Services,21.0,41.0,WPRK,,,,0%,34.5%,2022
